# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "4" "-O" "-M" "--fraction" "-t" "region" "-g" "ID" "-a" "../../07_transcriptomics/dfir_regions.gff" "-o" "regions_sRNA.txt" "ShortStack_1701260578/merged_alignments.bam" 
Geneid	Chr	Start	End	Strand	Length	ShortStack_1701260578/merged_alignments.bam
contig_31_np1212:5215001..5217500	contig_31_np1212	5215001	5217500	+	2500	10
contig_31_np1212:5217501..5220000	contig_31_np1212	5217501	5220000	+	2500	31
contig_31_np1212:5220001..5222500	contig_31_np1212	5220001	5222500	+	2500	120
contig_31_np1212:5222501..5225000	contig_31_np1212	5222501	5225000	+	2500	0
contig_31_np1212:5225001..5227500	contig_31_np1212	5225001	5227500	+	2500	69
contig_31_np1212:5227501..5230000	contig_31_np1212	5227501	5230000	+	2500	51
contig_31_np1212:5230001..5232500	contig_31_np1212	5230001	5232500	+	2500	24
contig_31_np1212:5232501..5235000	contig_31_np1212	5232501	5235000	+	2500	40.50
contig_31_np1212:5235001..5237500	contig_31_np1212	5235001	5237500	+	2500	19.50
contig_31_np1212:5237501..5240000	contig_31_np1212	5237501	5240000	+	2500	3
contig_31_np1212:5240001..5242500	contig_31_np1212	5240001	5242500	+	2500	209
contig_31_np1212:5242501..5245000	contig_31_np1212	5242501	5245000	+	2500	28
contig_31_np1212:5245001..5247500	contig_31_np1212	5245001	5247500	+	2500	10
contig_31_np1212:5247501..5250000	contig_31_np1212	5247501	5250000	+	2500	11
contig_31_np1212:5250001..5252500	contig_31_np1212	5250001	5252500	+	2500	144
contig_31_np1212:5252501..5255000	contig_31_np1212	5252501	5255000	+	2500	176
contig_31_np1212:5255001..5257500	contig_31_np1212	5255001	5257500	+	2500	79
contig_31_np1212:5257501..5260000	contig_31_np1212	5257501	5260000	+	2500	32
contig_31_np1212:5260001..5262500	contig_31_np1212	5260001	5262500	+	2500	9
contig_31_np1212:5262501..5265000	contig_31_np1212	5262501	5265000	+	2500	3
contig_31_np1212:5265001..5267500	contig_31_np1212	5265001	5267500	+	2500	151
contig_31_np1212:5267501..5270000	contig_31_np1212	5267501	5270000	+	2500	209
contig_31_np1212:5270001..5272500	contig_31_np1212	5270001	5272500	+	2500	1072
contig_31_np1212:5272501..5275000	contig_31_np1212	5272501	5275000	+	2500	63
contig_31_np1212:5275001..5277500	contig_31_np1212	5275001	5277500	+	2500	6
contig_31_np1212:5277501..5280000	contig_31_np1212	5277501	5280000	+	2500	5
contig_31_np1212:5280001..5282500	contig_31_np1212	5280001	5282500	+	2500	6
contig_31_np1212:5282501..5285000	contig_31_np1212	5282501	5285000	+	2500	1
contig_31_np1212:5285001..5287500	contig_31_np1212	5285001	5287500	+	2500	6
contig_31_np1212:5287501..5290000	contig_31_np1212	5287501	5290000	+	2500	8
contig_31_np1212:5290001..5292500	contig_31_np1212	5290001	5292500	+	2500	17
contig_31_np1212:5292501..5295000	contig_31_np1212	5292501	5295000	+	2500	20
contig_31_np1212:5295001..5297500	contig_31_np1212	5295001	5297500	+	2500	1
contig_31_np1212:5297501..5300000	contig_31_np1212	5297501	5300000	+	2500	25
contig_31_np1212:5300001..5302500	contig_31_np1212	5300001	5302500	+	2500	185.50
contig_31_np1212:5302501..5305000	contig_31_np1212	5302501	5305000	+	2500	712.50
contig_31_np1212:5305001..5307500	contig_31_np1212	5305001	5307500	+	2500	9
contig_31_np1212:5307501..5310000	contig_31_np1212	5307501	5310000	+	2500	3
contig_31_np1212:5310001..5312500	contig_31_np1212	5310001	5312500	+	2500	6
contig_31_np1212:5312501..5315000	contig_31_np1212	5312501	5315000	+	2500	47
contig_31_np1212:5315001..5317500	contig_31_np1212	5315001	5317500	+	2500	48
contig_31_np1212:5317501..5320000	contig_31_np1212	5317501	5320000	+	2500	11
contig_31_np1212:5320001..5322500	contig_31_np1212	5320001	5322500	+	2500	16
contig_31_np1212:5322501..5325000	contig_31_np1212	5322501	5325000	+	2500	81
contig_31_np1212:5325001..5327500	contig_31_np1212	5325001	5327500	+	2500	19
contig_31_np1212:5327501..5330000	contig_31_np1212	5327501	5330000	+	2500	21
contig_31_np1212:5330001..5332500	contig_31_np1212	5330001	5332500	+	2500	15
contig_31_np1212:5332501..5335000	contig_31_np1212	5332501	5335000	+	2500	2
contig_31_np1212:5335001..5337500	contig_31_np1212	5335001	5337500	+	2500	3
contig_31_np1212:5337501..5340000	contig_31_np1212	5337501	5340000	+	2500	2
contig_31_np1212:5340001..5342500	contig_31_np1212	5340001	5342500	+	2500	31
contig_31_np1212:5342501..5345000	contig_31_np1212	5342501	5345000	+	2500	1
contig_31_np1212:5345001..5347500	contig_31_np1212	5345001	5347500	+	2500	17
contig_31_np1212:5347501..5350000	contig_31_np1212	5347501	5350000	+	2500	26
contig_31_np1212:5350001..5352500	contig_31_np1212	5350001	5352500	+	2500	62
contig_31_np1212:5352501..5355000	contig_31_np1212	5352501	5355000	+	2500	49
contig_31_np1212:5355001..5357500	contig_31_np1212	5355001	5357500	+	2500	41
contig_31_np1212:5357501..5360000	contig_31_np1212	5357501	5360000	+	2500	53
contig_31_np1212:5360001..5362500	contig_31_np1212	5360001	5362500	+	2500	138
contig_31_np1212:5362501..5365000	contig_31_np1212	5362501	5365000	+	2500	12
contig_31_np1212:5365001..5367500	contig_31_np1212	5365001	5367500	+	2500	4
contig_31_np1212:5367501..5370000	contig_31_np1212	5367501	5370000	+	2500	40
contig_31_np1212:5370001..5372500	contig_31_np1212	5370001	5372500	+	2500	1
contig_31_np1212:5372501..5375000	contig_31_np1212	5372501	5375000	+	2500	15018
contig_31_np1212:5375001..5377500	contig_31_np1212	5375001	5377500	+	2500	11
contig_31_np1212:5377501..5380000	contig_31_np1212	5377501	5380000	+	2500	4
contig_31_np1212:5380001..5382500	contig_31_np1212	5380001	5382500	+	2500	5.50
contig_31_np1212:5382501..5385000	contig_31_np1212	5382501	5385000	+	2500	54.50
contig_31_np1212:5385001..5387500	contig_31_np1212	5385001	5387500	+	2500	9
contig_31_np1212:5387501..5390000	contig_31_np1212	5387501	5390000	+	2500	29760
contig_31_np1212:5390001..5392500	contig_31_np1212	5390001	5392500	+	2500	57
contig_31_np1212:5392501..5395000	contig_31_np1212	5392501	5395000	+	2500	17
contig_31_np1212:5395001..5397500	contig_31_np1212	5395001	5397500	+	2500	41
contig_31_np1212:5397501..5400000	contig_31_np1212	5397501	5400000	+	2500	10
contig_31_np1212:5400001..5402500	contig_31_np1212	5400001	5402500	+	2500	11
contig_31_np1212:5402501..5405000	contig_31_np1212	5402501	5405000	+	2500	45
contig_31_np1212:5405001..5407500	contig_31_np1212	5405001	5407500	+	2500	67
contig_31_np1212:5407501..5410000	contig_31_np1212	5407501	5410000	+	2500	175
contig_31_np1212:5410001..5412500	contig_31_np1212	5410001	5412500	+	2500	20
contig_31_np1212:5412501..5415000	contig_31_np1212	5412501	5415000	+	2500	11.50
contig_31_np1212:5415001..5417500	contig_31_np1212	5415001	5417500	+	2500	140.50
contig_31_np1212:5417501..5420000	contig_31_np1212	5417501	5420000	+	2500	7
contig_31_np1212:5420001..5422500	contig_31_np1212	5420001	5422500	+	2500	4
contig_31_np1212:5422501..5425000	contig_31_np1212	5422501	5425000	+	2500	7
contig_31_np1212:5425001..5427500	contig_31_np1212	5425001	5427500	+	2500	25
contig_31_np1212:5427501..5430000	contig_31_np1212	5427501	5430000	+	2500	65.50
contig_31_np1212:5430001..5432500	contig_31_np1212	5430001	5432500	+	2500	91
contig_31_np1212:5432501..5435000	contig_31_np1212	5432501	5435000	+	2500	24.50
contig_31_np1212:5435001..5437500	contig_31_np1212	5435001	5437500	+	2500	44.50
contig_31_np1212:5437501..5440000	contig_31_np1212	5437501	5440000	+	2500	82.50
contig_31_np1212:5440001..5442500	contig_31_np1212	5440001	5442500	+	2500	22
contig_31_np1212:5442501..5445000	contig_31_np1212	5442501	5445000	+	2500	30
contig_31_np1212:5445001..5447500	contig_31_np1212	5445001	5447500	+	2500	27
contig_31_np1212:5447501..5450000	contig_31_np1212	5447501	5450000	+	2500	7
contig_31_np1212:5450001..5452500	contig_31_np1212	5450001	5452500	+	2500	37
contig_31_np1212:5452501..5455000	contig_31_np1212	5452501	5455000	+	2500	19
contig_31_np1212:5455001..5457500	contig_31_np1212	5455001	5457500	+	2500	2
contig_31_np1212:5457501..5460000	contig_31_np1212	5457501	5460000	+	2500	24
contig_31_np1212:5460001..5462500	contig_31_np1212	5460001	5462500	+	2500	2
contig_31_np1212:5462501..5465000	contig_31_np1212	5462501	5465000	+	2500	12
contig_31_np1212:5465001..5467500	contig_31_np1212	5465001	5467500	+	2500	31
contig_31_np1212:5467501..5470000	contig_31_np1212	5467501	5470000	+	2500	13
contig_31_np1212:5470001..5472500	contig_31_np1212	5470001	5472500	+	2500	5.50
contig_31_np1212:5472501..5475000	contig_31_np1212	5472501	5475000	+	2500	35.50
contig_31_np1212:5475001..5477500	contig_31_np1212	5475001	5477500	+	2500	628
contig_31_np1212:5477501..5480000	contig_31_np1212	5477501	5480000	+	2500	439
contig_31_np1212:5480001..5482500	contig_31_np1212	5480001	5482500	+	2500	18
contig_31_np1212:5482501..5485000	contig_31_np1212	5482501	5485000	+	2500	116.50
contig_31_np1212:5485001..5487500	contig_31_np1212	5485001	5487500	+	2500	63.50
contig_31_np1212:5487501..5490000	contig_31_np1212	5487501	5490000	+	2500	18
contig_31_np1212:5490001..5492500	contig_31_np1212	5490001	5492500	+	2500	86
contig_31_np1212:5492501..5495000	contig_31_np1212	5492501	5495000	+	2500	23
contig_31_np1212:5495001..5497500	contig_31_np1212	5495001	5497500	+	2500	8
contig_31_np1212:5497501..5500000	contig_31_np1212	5497501	5500000	+	2500	20.50
contig_31_np1212:5500001..5502500	contig_31_np1212	5500001	5502500	+	2500	39.50
contig_31_np1212:5502501..5505000	contig_31_np1212	5502501	5505000	+	2500	19
contig_31_np1212:5505001..5507500	contig_31_np1212	5505001	5507500	+	2500	8
contig_31_np1212:5507501..5510000	contig_31_np1212	5507501	5510000	+	2500	8
contig_31_np1212:5510001..5512500	contig_31_np1212	5510001	5512500	+	2500	10
contig_31_np1212:5512501..5515000	contig_31_np1212	5512501	5515000	+	2500	2
contig_31_np1212:5515001..5517500	contig_31_np1212	5515001	5517500	+	2500	14
contig_31_np1212:5517501..5520000	contig_31_np1212	5517501	5520000	+	2500	179.50
contig_31_np1212:5520001..5522500	contig_31_np1212	5520001	5522500	+	2500	443.50
contig_31_np1212:5522501..5525000	contig_31_np1212	5522501	5525000	+	2500	188
contig_31_np1212:5525001..5527500	contig_31_np1212	5525001	5527500	+	2500	14
contig_31_np1212:5527501..5530000	contig_31_np1212	5527501	5530000	+	2500	10
contig_31_np1212:5530001..5532500	contig_31_np1212	5530001	5532500	+	2500	25
contig_31_np1212:5532501..5535000	contig_31_np1212	5532501	5535000	+	2500	7
contig_31_np1212:5535001..5537500	contig_31_np1212	5535001	5537500	+	2500	23
contig_31_np1212:5537501..5540000	contig_31_np1212	5537501	5540000	+	2500	5
contig_31_np1212:5540001..5542500	contig_31_np1212	5540001	5542500	+	2500	5
contig_31_np1212:5542501..5545000	contig_31_np1212	5542501	5545000	+	2500	48
contig_31_np1212:5545001..5547500	contig_31_np1212	5545001	5547500	+	2500	4
contig_31_np1212:5547501..5550000	contig_31_np1212	5547501	5550000	+	2500	5
contig_31_np1212:5550001..5552500	contig_31_np1212	5550001	5552500	+	2500	2
contig_31_np1212:5552501..5555000	contig_31_np1212	5552501	5555000	+	2500	15
contig_31_np1212:5555001..5557500	contig_31_np1212	5555001	5557500	+	2500	362
contig_31_np1212:5557501..5560000	contig_31_np1212	5557501	5560000	+	2500	29
contig_31_np1212:5560001..5562500	contig_31_np1212	5560001	5562500	+	2500	2
contig_31_np1212:5562501..5565000	contig_31_np1212	5562501	5565000	+	2500	10.50
contig_31_np1212:5565001..5567500	contig_31_np1212	5565001	5567500	+	2500	17
contig_31_np1212:5567501..5570000	contig_31_np1212	5567501	5570000	+	2500	114.50
contig_31_np1212:5570001..5572500	contig_31_np1212	5570001	5572500	+	2500	28
contig_31_np1212:5572501..5575000	contig_31_np1212	5572501	5575000	+	2500	45.50
contig_31_np1212:5575001..5577500	contig_31_np1212	5575001	5577500	+	2500	63.50
contig_31_np1212:5577501..5580000	contig_31_np1212	5577501	5580000	+	2500	102
contig_31_np1212:5580001..5582500	contig_31_np1212	5580001	5582500	+	2500	372
contig_31_np1212:5582501..5585000	contig_31_np1212	5582501	5585000	+	2500	80
contig_31_np1212:5585001..5587500	contig_31_np1212	5585001	5587500	+	2500	2795
contig_31_np1212:5587501..5590000	contig_31_np1212	5587501	5590000	+	2500	611.50
contig_31_np1212:5590001..5592500	contig_31_np1212	5590001	5592500	+	2500	69.50
contig_31_np1212:5592501..5595000	contig_31_np1212	5592501	5595000	+	2500	7
contig_31_np1212:5595001..5597500	contig_31_np1212	5595001	5597500	+	2500	22
contig_31_np1212:5597501..5600000	contig_31_np1212	5597501	5600000	+	2500	2
contig_31_np1212:5600001..5602500	contig_31_np1212	5600001	5602500	+	2500	15
contig_31_np1212:5602501..5605000	contig_31_np1212	5602501	5605000	+	2500	35
contig_31_np1212:5605001..5607500	contig_31_np1212	5605001	5607500	+	2500	3258
contig_31_np1212:5607501..5610000	contig_31_np1212	5607501	5610000	+	2500	15
contig_31_np1212:5610001..5612500	contig_31_np1212	5610001	5612500	+	2500	15
contig_31_np1212:5612501..5615000	contig_31_np1212	5612501	5615000	+	2500	33
contig_31_np1212:5615001..5617500	contig_31_np1212	5615001	5617500	+	2500	24
contig_31_np1212:5617501..5620000	contig_31_np1212	5617501	5620000	+	2500	1
contig_31_np1212:5620001..5622500	contig_31_np1212	5620001	5622500	+	2500	6
contig_31_np1212:5622501..5625000	contig_31_np1212	5622501	5625000	+	2500	1
contig_31_np1212:5625001..5627500	contig_31_np1212	5625001	5627500	+	2500	798
contig_31_np1212:5627501..5630000	contig_31_np1212	5627501	5630000	+	2500	4
contig_31_np1212:5630001..5632500	contig_31_np1212	5630001	5632500	+	2500	7282
contig_31_np1212:5632501..5635000	contig_31_np1212	5632501	5635000	+	2500	45
contig_31_np1212:5635001..5637500	contig_31_np1212	5635001	5637500	+	2500	19
contig_31_np1212:5637501..5640000	contig_31_np1212	5637501	5640000	+	2500	11
contig_31_np1212:5640001..5642500	contig_31_np1212	5640001	5642500	+	2500	3
contig_31_np1212:5642501..5645000	contig_31_np1212	5642501	5645000	+	2500	6
contig_31_np1212:5645001..5647500	contig_31_np1212	5645001	5647500	+	2500	6
contig_31_np1212:5647501..5650000	contig_31_np1212	5647501	5650000	+	2500	13
contig_31_np1212:5650001..5652500	contig_31_np1212	5650001	5652500	+	2500	43
contig_31_np1212:5652501..5655000	contig_31_np1212	5652501	5655000	+	2500	4
contig_31_np1212:5655001..5657500	contig_31_np1212	5655001	5657500	+	2500	62
contig_31_np1212:5657501..5660000	contig_31_np1212	5657501	5660000	+	2500	7
contig_31_np1212:5660001..5662500	contig_31_np1212	5660001	5662500	+	2500	4
contig_31_np1212:5662501..5665000	contig_31_np1212	5662501	5665000	+	2500	3
contig_31_np1212:5665001..5667500	contig_31_np1212	5665001	5667500	+	2500	1
contig_31_np1212:5667501..5670000	contig_31_np1212	5667501	5670000	+	2500	0
contig_31_np1212:5670001..5672500	contig_31_np1212	5670001	5672500	+	2500	0
contig_31_np1212:5672501..5675000	contig_31_np1212	5672501	5675000	+	2500	0
contig_31_np1212:5675001..5677500	contig_31_np1212	5675001	5677500	+	2500	2
contig_31_np1212:5677501..5680000	contig_31_np1212	5677501	5680000	+	2500	1074
contig_31_np1212:5680001..5682500	contig_31_np1212	5680001	5682500	+	2500	29.50
contig_31_np1212:5682501..5685000	contig_31_np1212	5682501	5685000	+	2500	33.50
contig_31_np1212:5685001..5687500	contig_31_np1212	5685001	5687500	+	2500	17
contig_31_np1212:5687501..5690000	contig_31_np1212	5687501	5690000	+	2500	49
contig_31_np1212:5690001..5692500	contig_31_np1212	5690001	5692500	+	2500	5
contig_31_np1212:5692501..5695000	contig_31_np1212	5692501	5695000	+	2500	13
contig_31_np1212:5695001..5697500	contig_31_np1212	5695001	5697500	+	2500	8
contig_31_np1212:5697501..5700000	contig_31_np1212	5697501	5700000	+	2500	35
contig_31_np1212:5700001..5702500	contig_31_np1212	5700001	5702500	+	2500	9
contig_31_np1212:5702501..5705000	contig_31_np1212	5702501	5705000	+	2500	669
contig_31_np1212:5705001..5707500	contig_31_np1212	5705001	5707500	+	2500	9
contig_31_np1212:5707501..5710000	contig_31_np1212	5707501	5710000	+	2500	14
contig_31_np1212:5710001..5712500	contig_31_np1212	5710001	5712500	+	2500	21
contig_31_np1212:5712501..5715000	contig_31_np1212	5712501	5715000	+	2500	11
contig_31_np1212:5715001..5717500	contig_31_np1212	5715001	5717500	+	2500	6
contig_31_np1212:5717501..5720000	contig_31_np1212	5717501	5720000	+	2500	6
contig_31_np1212:5720001..5722500	contig_31_np1212	5720001	5722500	+	2500	11
contig_31_np1212:5722501..5725000	contig_31_np1212	5722501	5725000	+	2500	6
contig_31_np1212:5725001..5727500	contig_31_np1212	5725001	5727500	+	2500	18
contig_31_np1212:5727501..5730000	contig_31_np1212	5727501	5730000	+	2500	24
contig_31_np1212:5730001..5732500	contig_31_np1212	5730001	5732500	+	2500	204
contig_31_np1212:5732501..5735000	contig_31_np1212	5732501	5735000	+	2500	16.50
contig_31_np1212:5735001..5737500	contig_31_np1212	5735001	5737500	+	2500	1943.50
contig_31_np1212:5737501..5740000	contig_31_np1212	5737501	5740000	+	2500	10
contig_31_np1212:5740001..5742500	contig_31_np1212	5740001	5742500	+	2500	242
contig_31_np1212:5742501..5745000	contig_31_np1212	5742501	5745000	+	2500	29
contig_31_np1212:5745001..5747500	contig_31_np1212	5745001	5747500	+	2500	58
contig_31_np1212:5747501..5750000	contig_31_np1212	5747501	5750000	+	2500	23
contig_31_np1212:5750001..5752500	contig_31_np1212	5750001	5752500	+	2500	12
contig_31_np1212:5752501..5755000	contig_31_np1212	5752501	5755000	+	2500	38
contig_31_np1212:5755001..5757500	contig_31_np1212	5755001	5757500	+	2500	29
contig_31_np1212:5757501..5760000	contig_31_np1212	5757501	5760000	+	2500	2787
contig_31_np1212:5760001..5762500	contig_31_np1212	5760001	5762500	+	2500	1225
contig_31_np1212:5762501..5765000	contig_31_np1212	5762501	5765000	+	2500	262
contig_31_np1212:5765001..5767500	contig_31_np1212	5765001	5767500	+	2500	7
contig_31_np1212:5767501..5770000	contig_31_np1212	5767501	5770000	+	2500	294
contig_31_np1212:5770001..5772500	contig_31_np1212	5770001	5772500	+	2500	6
contig_31_np1212:5772501..5775000	contig_31_np1212	5772501	5775000	+	2500	17
contig_31_np1212:5775001..5777500	contig_31_np1212	5775001	5777500	+	2500	18
contig_31_np1212:5777501..5780000	contig_31_np1212	5777501	5780000	+	2500	12
contig_31_np1212:5780001..5782500	contig_31_np1212	5780001	5782500	+	2500	10
contig_31_np1212:5782501..5785000	contig_31_np1212	5782501	5785000	+	2500	31
contig_31_np1212:5785001..5787500	contig_31_np1212	5785001	5787500	+	2500	30
contig_31_np1212:5787501..5790000	contig_31_np1212	5787501	5790000	+	2500	16
contig_31_np1212:5790001..5792500	contig_31_np1212	5790001	5792500	+	2500	6
contig_31_np1212:5792501..5795000	contig_31_np1212	5792501	5795000	+	2500	26.50
contig_31_np1212:5795001..5797500	contig_31_np1212	5795001	5797500	+	2500	35
contig_31_np1212:5797501..5800000	contig_31_np1212	5797501	5800000	+	2500	58
contig_31_np1212:5800001..5802500	contig_31_np1212	5800001	5802500	+	2500	5.50
contig_31_np1212:5802501..5805000	contig_31_np1212	5802501	5805000	+	2500	5
contig_31_np1212:5805001..5807500	contig_31_np1212	5805001	5807500	+	2500	88
contig_31_np1212:5807501..5810000	contig_31_np1212	5807501	5810000	+	2500	26
contig_31_np1212:5810001..5812500	contig_31_np1212	5810001	5812500	+	2500	32
contig_31_np1212:5812501..5815000	contig_31_np1212	5812501	5815000	+	2500	189.50
contig_31_np1212:5815001..5817500	contig_31_np1212	5815001	5817500	+	2500	42.50
contig_31_np1212:5817501..5820000	contig_31_np1212	5817501	5820000	+	2500	6
contig_31_np1212:5820001..5822500	contig_31_np1212	5820001	5822500	+	2500	13
contig_31_np1212:5822501..5825000	contig_31_np1212	5822501	5825000	+	2500	21
contig_31_np1212:5825001..5827500	contig_31_np1212	5825001	5827500	+	2500	17
contig_31_np1212:5827501..5830000	contig_31_np1212	5827501	5830000	+	2500	13
contig_31_np1212:5830001..5832500	contig_31_np1212	5830001	5832500	+	2500	19
contig_31_np1212:5832501..5835000	contig_31_np1212	5832501	5835000	+	2500	44
contig_31_np1212:5835001..5837500	contig_31_np1212	5835001	5837500	+	2500	147
contig_31_np1212:5837501..5840000	contig_31_np1212	5837501	5840000	+	2500	61
contig_31_np1212:5840001..5842500	contig_31_np1212	5840001	5842500	+	2500	189
contig_31_np1212:5842501..5845000	contig_31_np1212	5842501	5845000	+	2500	227
contig_31_np1212:5845001..5847500	contig_31_np1212	5845001	5847500	+	2500	51
contig_31_np1212:5847501..5850000	contig_31_np1212	5847501	5850000	+	2500	50
contig_31_np1212:5850001..5852500	contig_31_np1212	5850001	5852500	+	2500	98
contig_31_np1212:5852501..5855000	contig_31_np1212	5852501	5855000	+	2500	13
contig_31_np1212:5855001..5857500	contig_31_np1212	5855001	5857500	+	2500	82
contig_31_np1212:5857501..5860000	contig_31_np1212	5857501	5860000	+	2500	7
contig_31_np1212:5860001..5862500	contig_31_np1212	5860001	5862500	+	2500	140
contig_31_np1212:5862501..5865000	contig_31_np1212	5862501	5865000	+	2500	40
contig_31_np1212:5865001..5867500	contig_31_np1212	5865001	5867500	+	2500	29
contig_31_np1212:5867501..5870000	contig_31_np1212	5867501	5870000	+	2500	18
contig_31_np1212:5870001..5872500	contig_31_np1212	5870001	5872500	+	2500	2
contig_31_np1212:5872501..5875000	contig_31_np1212	5872501	5875000	+	2500	39
contig_31_np1212:5875001..5877500	contig_31_np1212	5875001	5877500	+	2500	3
contig_31_np1212:5877501..5880000	contig_31_np1212	5877501	5880000	+	2500	16
contig_31_np1212:5880001..5882500	contig_31_np1212	5880001	5882500	+	2500	9
contig_31_np1212:5882501..5885000	contig_31_np1212	5882501	5885000	+	2500	36
contig_31_np1212:5885001..5887500	contig_31_np1212	5885001	5887500	+	2500	526.50
contig_31_np1212:5887501..5890000	contig_31_np1212	5887501	5890000	+	2500	1702
contig_31_np1212:5890001..5892500	contig_31_np1212	5890001	5892500	+	2500	584.50
contig_31_np1212:5892501..5895000	contig_31_np1212	5892501	5895000	+	2500	15
contig_31_np1212:5895001..5897500	contig_31_np1212	5895001	5897500	+	2500	9
contig_31_np1212:5897501..5900000	contig_31_np1212	5897501	5900000	+	2500	6
contig_31_np1212:5900001..5902500	contig_31_np1212	5900001	5902500	+	2500	14
contig_31_np1212:5902501..5905000	contig_31_np1212	5902501	5905000	+	2500	72.50
contig_31_np1212:5905001..5907500	contig_31_np1212	5905001	5907500	+	2500	9
contig_31_np1212:5907501..5910000	contig_31_np1212	5907501	5910000	+	2500	15.50
contig_31_np1212:5910001..5912500	contig_31_np1212	5910001	5912500	+	2500	8
contig_31_np1212:5912501..5915000	contig_31_np1212	5912501	5915000	+	2500	25
contig_31_np1212:5915001..5917500	contig_31_np1212	5915001	5917500	+	2500	15
contig_31_np1212:5917501..5920000	contig_31_np1212	5917501	5920000	+	2500	5
contig_31_np1212:5920001..5922500	contig_31_np1212	5920001	5922500	+	2500	14.50
contig_31_np1212:5922501..5925000	contig_31_np1212	5922501	5925000	+	2500	33.50
contig_31_np1212:5925001..5927500	contig_31_np1212	5925001	5927500	+	2500	2
contig_31_np1212:5927501..5930000	contig_31_np1212	5927501	5930000	+	2500	51.50
contig_31_np1212:5930001..5932500	contig_31_np1212	5930001	5932500	+	2500	1509.50
contig_31_np1212:5932501..5935000	contig_31_np1212	5932501	5935000	+	2500	30
contig_31_np1212:5935001..5937500	contig_31_np1212	5935001	5937500	+	2500	13
contig_31_np1212:5937501..5940000	contig_31_np1212	5937501	5940000	+	2500	14
contig_31_np1212:5940001..5942500	contig_31_np1212	5940001	5942500	+	2500	10
contig_31_np1212:5942501..5945000	contig_31_np1212	5942501	5945000	+	2500	215.50
contig_31_np1212:5945001..5947500	contig_31_np1212	5945001	5947500	+	2500	200.50
contig_31_np1212:5947501..5950000	contig_31_np1212	5947501	5950000	+	2500	9
contig_31_np1212:5950001..5952500	contig_31_np1212	5950001	5952500	+	2500	2
contig_31_np1212:5952501..5955000	contig_31_np1212	5952501	5955000	+	2500	18
contig_31_np1212:5955001..5957500	contig_31_np1212	5955001	5957500	+	2500	18
contig_31_np1212:5957501..5960000	contig_31_np1212	5957501	5960000	+	2500	5
contig_31_np1212:5960001..5962500	contig_31_np1212	5960001	5962500	+	2500	82
contig_31_np1212:5962501..5965000	contig_31_np1212	5962501	5965000	+	2500	6
contig_31_np1212:5965001..5967500	contig_31_np1212	5965001	5967500	+	2500	17
contig_31_np1212:5967501..5970000	contig_31_np1212	5967501	5970000	+	2500	26
contig_31_np1212:5970001..5972500	contig_31_np1212	5970001	5972500	+	2500	109
contig_31_np1212:5972501..5975000	contig_31_np1212	5972501	5975000	+	2500	12
contig_31_np1212:5975001..5977500	contig_31_np1212	5975001	5977500	+	2500	188
contig_31_np1212:5977501..5980000	contig_31_np1212	5977501	5980000	+	2500	6
contig_31_np1212:5980001..5982500	contig_31_np1212	5980001	5982500	+	2500	3
contig_31_np1212:5982501..5985000	contig_31_np1212	5982501	5985000	+	2500	4
contig_31_np1212:5985001..5987500	contig_31_np1212	5985001	5987500	+	2500	8
contig_31_np1212:5987501..5990000	contig_31_np1212	5987501	5990000	+	2500	7
contig_31_np1212:5990001..5992500	contig_31_np1212	5990001	5992500	+	2500	32
contig_31_np1212:5992501..5995000	contig_31_np1212	5992501	5995000	+	2500	14
contig_31_np1212:5995001..5997500	contig_31_np1212	5995001	5997500	+	2500	9
contig_31_np1212:5997501..6000000	contig_31_np1212	5997501	6000000	+	2500	511
contig_31_np1212:6000001..6002500	contig_31_np1212	6000001	6002500	+	2500	1342
contig_31_np1212:6002501..6005000	contig_31_np1212	6002501	6005000	+	2500	293
contig_31_np1212:6005001..6007500	contig_31_np1212	6005001	6007500	+	2500	29
contig_31_np1212:6007501..6010000	contig_31_np1212	6007501	6010000	+	2500	88
contig_31_np1212:6010001..6012500	contig_31_np1212	6010001	6012500	+	2500	18
contig_31_np1212:6012501..6015000	contig_31_np1212	6012501	6015000	+	2500	4
contig_31_np1212:6015001..6017500	contig_31_np1212	6015001	6017500	+	2500	15
contig_31_np1212:6017501..6020000	contig_31_np1212	6017501	6020000	+	2500	38
contig_31_np1212:6020001..6022500	contig_31_np1212	6020001	6022500	+	2500	61
contig_31_np1212:6022501..6025000	contig_31_np1212	6022501	6025000	+	2500	19
contig_31_np1212:6025001..6027500	contig_31_np1212	6025001	6027500	+	2500	2
contig_31_np1212:6027501..6030000	contig_31_np1212	6027501	6030000	+	2500	11
contig_31_np1212:6030001..6032500	contig_31_np1212	6030001	6032500	+	2500	34
contig_31_np1212:6032501..6035000	contig_31_np1212	6032501	6035000	+	2500	11
contig_31_np1212:6035001..6037500	contig_31_np1212	6035001	6037500	+	2500	22
contig_31_np1212:6037501..6040000	contig_31_np1212	6037501	6040000	+	2500	17
contig_31_np1212:6040001..6042500	contig_31_np1212	6040001	6042500	+	2500	49
contig_31_np1212:6042501..6045000	contig_31_np1212	6042501	6045000	+	2500	14
contig_31_np1212:6045001..6047500	contig_31_np1212	6045001	6047500	+	2500	17
contig_31_np1212:6047501..6050000	contig_31_np1212	6047501	6050000	+	2500	21
