# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "4" "-O" "-M" "--fraction" "-p" "-t" "region" "-g" "ID" "-a" "../../07_transcriptomics/dfir_regions.gff" "-o" "regions_gDNA_illumina.txt" "minimap_align_illumina_sort.bam" 
Geneid	Chr	Start	End	Strand	Length	minimap_align_illumina_sort.bam
contig_31_np1212:8185001..8187500	contig_31_np1212	8185001	8187500	+	2500	5991.50
contig_31_np1212:8187501..8190000	contig_31_np1212	8187501	8190000	+	2500	5894
contig_31_np1212:8190001..8192500	contig_31_np1212	8190001	8192500	+	2500	6918
contig_31_np1212:8192501..8195000	contig_31_np1212	8192501	8195000	+	2500	7512
contig_31_np1212:8195001..8197500	contig_31_np1212	8195001	8197500	+	2500	7622.50
contig_31_np1212:8197501..8200000	contig_31_np1212	8197501	8200000	+	2500	7254
contig_31_np1212:8200001..8202500	contig_31_np1212	8200001	8202500	+	2500	6943.50
contig_31_np1212:8202501..8205000	contig_31_np1212	8202501	8205000	+	2500	6084
contig_31_np1212:8205001..8207500	contig_31_np1212	8205001	8207500	+	2500	6669.50
contig_31_np1212:8207501..8210000	contig_31_np1212	8207501	8210000	+	2500	6898.50
contig_31_np1212:8210001..8212500	contig_31_np1212	8210001	8212500	+	2500	6659.50
contig_31_np1212:8212501..8215000	contig_31_np1212	8212501	8215000	+	2500	7268
contig_31_np1212:8215001..8217500	contig_31_np1212	8215001	8217500	+	2500	7287
contig_31_np1212:8217501..8220000	contig_31_np1212	8217501	8220000	+	2500	7429
contig_31_np1212:8220001..8222500	contig_31_np1212	8220001	8222500	+	2500	7733.50
contig_31_np1212:8222501..8225000	contig_31_np1212	8222501	8225000	+	2500	6479
contig_31_np1212:8225001..8227500	contig_31_np1212	8225001	8227500	+	2500	7204
contig_31_np1212:8227501..8230000	contig_31_np1212	8227501	8230000	+	2500	7738
contig_31_np1212:8230001..8232500	contig_31_np1212	8230001	8232500	+	2500	7463.50
contig_31_np1212:8232501..8235000	contig_31_np1212	8232501	8235000	+	2500	7280
contig_31_np1212:8235001..8237500	contig_31_np1212	8235001	8237500	+	2500	6553
contig_31_np1212:8237501..8240000	contig_31_np1212	8237501	8240000	+	2500	7698
contig_31_np1212:8240001..8242500	contig_31_np1212	8240001	8242500	+	2500	7202.50
contig_31_np1212:8242501..8245000	contig_31_np1212	8242501	8245000	+	2500	7244
contig_31_np1212:8245001..8247500	contig_31_np1212	8245001	8247500	+	2500	7432
contig_31_np1212:8247501..8250000	contig_31_np1212	8247501	8250000	+	2500	7352.50
contig_31_np1212:8250001..8252500	contig_31_np1212	8250001	8252500	+	2500	7265.50
contig_31_np1212:8252501..8255000	contig_31_np1212	8252501	8255000	+	2500	7332.50
contig_31_np1212:8255001..8257500	contig_31_np1212	8255001	8257500	+	2500	7543.50
contig_31_np1212:8257501..8260000	contig_31_np1212	8257501	8260000	+	2500	8379
contig_31_np1212:8260001..8262500	contig_31_np1212	8260001	8262500	+	2500	5729.50
contig_31_np1212:8262501..8265000	contig_31_np1212	8262501	8265000	+	2500	7109.50
contig_31_np1212:8265001..8267500	contig_31_np1212	8265001	8267500	+	2500	6113
contig_31_np1212:8267501..8270000	contig_31_np1212	8267501	8270000	+	2500	6881.50
contig_31_np1212:8270001..8272500	contig_31_np1212	8270001	8272500	+	2500	7133
contig_31_np1212:8272501..8275000	contig_31_np1212	8272501	8275000	+	2500	7555
contig_31_np1212:8275001..8277500	contig_31_np1212	8275001	8277500	+	2500	5921
contig_31_np1212:8277501..8280000	contig_31_np1212	8277501	8280000	+	2500	7502
contig_31_np1212:8280001..8282500	contig_31_np1212	8280001	8282500	+	2500	7543.50
contig_31_np1212:8282501..8285000	contig_31_np1212	8282501	8285000	+	2500	7466.50
contig_31_np1212:8285001..8287500	contig_31_np1212	8285001	8287500	+	2500	6801
contig_31_np1212:8287501..8290000	contig_31_np1212	8287501	8290000	+	2500	7480
contig_31_np1212:8290001..8292500	contig_31_np1212	8290001	8292500	+	2500	7228
contig_31_np1212:8292501..8295000	contig_31_np1212	8292501	8295000	+	2500	6985
contig_31_np1212:8295001..8297500	contig_31_np1212	8295001	8297500	+	2500	7470.50
contig_31_np1212:8297501..8300000	contig_31_np1212	8297501	8300000	+	2500	7345.50
contig_31_np1212:8300001..8302500	contig_31_np1212	8300001	8302500	+	2500	6949
contig_31_np1212:8302501..8305000	contig_31_np1212	8302501	8305000	+	2500	7819
contig_31_np1212:8305001..8307500	contig_31_np1212	8305001	8307500	+	2500	7203.50
contig_31_np1212:8307501..8310000	contig_31_np1212	8307501	8310000	+	2500	7148.50
contig_31_np1212:8310001..8312500	contig_31_np1212	8310001	8312500	+	2500	7067.50
contig_31_np1212:8312501..8315000	contig_31_np1212	8312501	8315000	+	2500	7536
contig_31_np1212:8315001..8317500	contig_31_np1212	8315001	8317500	+	2500	10474
contig_31_np1212:8317501..8320000	contig_31_np1212	8317501	8320000	+	2500	7375
contig_31_np1212:8320001..8322500	contig_31_np1212	8320001	8322500	+	2500	7153.50
contig_31_np1212:8322501..8325000	contig_31_np1212	8322501	8325000	+	2500	7084
contig_31_np1212:8325001..8327500	contig_31_np1212	8325001	8327500	+	2500	7044.50
contig_31_np1212:8327501..8330000	contig_31_np1212	8327501	8330000	+	2500	6279
contig_31_np1212:8330001..8332500	contig_31_np1212	8330001	8332500	+	2500	6661.50
contig_31_np1212:8332501..8335000	contig_31_np1212	8332501	8335000	+	2500	7365.50
contig_31_np1212:8335001..8337500	contig_31_np1212	8335001	8337500	+	2500	7958
contig_31_np1212:8337501..8340000	contig_31_np1212	8337501	8340000	+	2500	7732.50
contig_31_np1212:8340001..8342500	contig_31_np1212	8340001	8342500	+	2500	6920
contig_31_np1212:8342501..8345000	contig_31_np1212	8342501	8345000	+	2500	7635.50
contig_31_np1212:8345001..8347500	contig_31_np1212	8345001	8347500	+	2500	6571
contig_31_np1212:8347501..8350000	contig_31_np1212	8347501	8350000	+	2500	7324.50
contig_31_np1212:8350001..8352500	contig_31_np1212	8350001	8352500	+	2500	7639.50
contig_31_np1212:8352501..8355000	contig_31_np1212	8352501	8355000	+	2500	7072
contig_31_np1212:8355001..8357500	contig_31_np1212	8355001	8357500	+	2500	6887.50
contig_31_np1212:8357501..8360000	contig_31_np1212	8357501	8360000	+	2500	7358
contig_31_np1212:8360001..8362500	contig_31_np1212	8360001	8362500	+	2500	7425.50
contig_31_np1212:8362501..8365000	contig_31_np1212	8362501	8365000	+	2500	7282.50
contig_31_np1212:8365001..8367500	contig_31_np1212	8365001	8367500	+	2500	7709.50
contig_31_np1212:8367501..8370000	contig_31_np1212	8367501	8370000	+	2500	7623
contig_31_np1212:8370001..8372500	contig_31_np1212	8370001	8372500	+	2500	7067
contig_31_np1212:8372501..8375000	contig_31_np1212	8372501	8375000	+	2500	7567.50
contig_31_np1212:8375001..8377500	contig_31_np1212	8375001	8377500	+	2500	7442
contig_31_np1212:8377501..8380000	contig_31_np1212	8377501	8380000	+	2500	7848.50
contig_31_np1212:8380001..8382500	contig_31_np1212	8380001	8382500	+	2500	6836
contig_31_np1212:8382501..8385000	contig_31_np1212	8382501	8385000	+	2500	6932.50
contig_31_np1212:8385001..8387500	contig_31_np1212	8385001	8387500	+	2500	7348
contig_31_np1212:8387501..8390000	contig_31_np1212	8387501	8390000	+	2500	7038.50
contig_31_np1212:8390001..8392500	contig_31_np1212	8390001	8392500	+	2500	7480.50
contig_31_np1212:8392501..8395000	contig_31_np1212	8392501	8395000	+	2500	6747
contig_31_np1212:8395001..8397500	contig_31_np1212	8395001	8397500	+	2500	7772
contig_31_np1212:8397501..8400000	contig_31_np1212	8397501	8400000	+	2500	7827
contig_31_np1212:8400001..8402500	contig_31_np1212	8400001	8402500	+	2500	7816
contig_31_np1212:8402501..8405000	contig_31_np1212	8402501	8405000	+	2500	7508
contig_31_np1212:8405001..8407500	contig_31_np1212	8405001	8407500	+	2500	6812
contig_31_np1212:8407501..8410000	contig_31_np1212	8407501	8410000	+	2500	7762.50
contig_31_np1212:8410001..8412500	contig_31_np1212	8410001	8412500	+	2500	6889.50
contig_31_np1212:8412501..8415000	contig_31_np1212	8412501	8415000	+	2500	7021
contig_31_np1212:8415001..8417500	contig_31_np1212	8415001	8417500	+	2500	7186
contig_31_np1212:8417501..8420000	contig_31_np1212	8417501	8420000	+	2500	7074
contig_31_np1212:8420001..8422500	contig_31_np1212	8420001	8422500	+	2500	7717
contig_31_np1212:8422501..8425000	contig_31_np1212	8422501	8425000	+	2500	7735
contig_31_np1212:8425001..8427500	contig_31_np1212	8425001	8427500	+	2500	7817
contig_31_np1212:8427501..8430000	contig_31_np1212	8427501	8430000	+	2500	7205.50
contig_31_np1212:8430001..8432500	contig_31_np1212	8430001	8432500	+	2500	6675
contig_31_np1212:8432501..8435000	contig_31_np1212	8432501	8435000	+	2500	6352
contig_31_np1212:8435001..8437500	contig_31_np1212	8435001	8437500	+	2500	7263.50
contig_31_np1212:8437501..8440000	contig_31_np1212	8437501	8440000	+	2500	7338
contig_31_np1212:8440001..8442500	contig_31_np1212	8440001	8442500	+	2500	6621.50
contig_31_np1212:8442501..8445000	contig_31_np1212	8442501	8445000	+	2500	6404.50
contig_31_np1212:8445001..8447500	contig_31_np1212	8445001	8447500	+	2500	7497.50
contig_31_np1212:8447501..8450000	contig_31_np1212	8447501	8450000	+	2500	6995.50
contig_31_np1212:8450001..8452500	contig_31_np1212	8450001	8452500	+	2500	6922.50
contig_31_np1212:8452501..8455000	contig_31_np1212	8452501	8455000	+	2500	7527.50
contig_31_np1212:8455001..8457500	contig_31_np1212	8455001	8457500	+	2500	7434.50
contig_31_np1212:8457501..8460000	contig_31_np1212	8457501	8460000	+	2500	7660
contig_31_np1212:8460001..8462500	contig_31_np1212	8460001	8462500	+	2500	6962.50
contig_31_np1212:8462501..8465000	contig_31_np1212	8462501	8465000	+	2500	7182.50
contig_31_np1212:8465001..8467500	contig_31_np1212	8465001	8467500	+	2500	7435.50
contig_31_np1212:8467501..8470000	contig_31_np1212	8467501	8470000	+	2500	7806.50
contig_31_np1212:8470001..8472500	contig_31_np1212	8470001	8472500	+	2500	5049
contig_31_np1212:8472501..8475000	contig_31_np1212	8472501	8475000	+	2500	5450
contig_31_np1212:8475001..8477500	contig_31_np1212	8475001	8477500	+	2500	7377
contig_31_np1212:8477501..8480000	contig_31_np1212	8477501	8480000	+	2500	7261.50
contig_31_np1212:8480001..8482500	contig_31_np1212	8480001	8482500	+	2500	7158
contig_31_np1212:8482501..8485000	contig_31_np1212	8482501	8485000	+	2500	7402.50
contig_31_np1212:8485001..8487500	contig_31_np1212	8485001	8487500	+	2500	7265
contig_31_np1212:8487501..8490000	contig_31_np1212	8487501	8490000	+	2500	6745
contig_31_np1212:8490001..8492500	contig_31_np1212	8490001	8492500	+	2500	7222.50
contig_31_np1212:8492501..8495000	contig_31_np1212	8492501	8495000	+	2500	7187
contig_31_np1212:8495001..8497500	contig_31_np1212	8495001	8497500	+	2500	7090.50
contig_31_np1212:8497501..8500000	contig_31_np1212	8497501	8500000	+	2500	6864.50
contig_31_np1212:8500001..8502500	contig_31_np1212	8500001	8502500	+	2500	6919
contig_31_np1212:8502501..8505000	contig_31_np1212	8502501	8505000	+	2500	7414.50
contig_31_np1212:8505001..8507500	contig_31_np1212	8505001	8507500	+	2500	6974
contig_31_np1212:8507501..8510000	contig_31_np1212	8507501	8510000	+	2500	7395.50
contig_31_np1212:8510001..8512500	contig_31_np1212	8510001	8512500	+	2500	7121.50
contig_31_np1212:8512501..8515000	contig_31_np1212	8512501	8515000	+	2500	6976
contig_31_np1212:8515001..8517500	contig_31_np1212	8515001	8517500	+	2500	7654
contig_31_np1212:8517501..8520000	contig_31_np1212	8517501	8520000	+	2500	7397.50
contig_31_np1212:8520001..8522500	contig_31_np1212	8520001	8522500	+	2500	7575
contig_31_np1212:8522501..8525000	contig_31_np1212	8522501	8525000	+	2500	7686.50
contig_31_np1212:8525001..8527500	contig_31_np1212	8525001	8527500	+	2500	7011
contig_31_np1212:8527501..8530000	contig_31_np1212	8527501	8530000	+	2500	7378
contig_31_np1212:8530001..8532500	contig_31_np1212	8530001	8532500	+	2500	6722
contig_31_np1212:8532501..8535000	contig_31_np1212	8532501	8535000	+	2500	7300
contig_31_np1212:8535001..8537500	contig_31_np1212	8535001	8537500	+	2500	7088
contig_31_np1212:8537501..8540000	contig_31_np1212	8537501	8540000	+	2500	7827
contig_31_np1212:8540001..8542500	contig_31_np1212	8540001	8542500	+	2500	7233
contig_31_np1212:8542501..8545000	contig_31_np1212	8542501	8545000	+	2500	7590
contig_31_np1212:8545001..8547500	contig_31_np1212	8545001	8547500	+	2500	7086.50
contig_31_np1212:8547501..8550000	contig_31_np1212	8547501	8550000	+	2500	7335
contig_31_np1212:8550001..8552500	contig_31_np1212	8550001	8552500	+	2500	7289
contig_31_np1212:8552501..8555000	contig_31_np1212	8552501	8555000	+	2500	7030.50
contig_31_np1212:8555001..8557500	contig_31_np1212	8555001	8557500	+	2500	7292
contig_31_np1212:8557501..8560000	contig_31_np1212	8557501	8560000	+	2500	6992.50
contig_31_np1212:8560001..8562500	contig_31_np1212	8560001	8562500	+	2500	7664
contig_31_np1212:8562501..8565000	contig_31_np1212	8562501	8565000	+	2500	7232.50
contig_31_np1212:8565001..8567500	contig_31_np1212	8565001	8567500	+	2500	7492.50
contig_31_np1212:8567501..8570000	contig_31_np1212	8567501	8570000	+	2500	7677.50
contig_31_np1212:8570001..8572500	contig_31_np1212	8570001	8572500	+	2500	7472.50
contig_31_np1212:8572501..8575000	contig_31_np1212	8572501	8575000	+	2500	7398
contig_31_np1212:8575001..8577500	contig_31_np1212	8575001	8577500	+	2500	7602
contig_31_np1212:8577501..8580000	contig_31_np1212	8577501	8580000	+	2500	7790
contig_31_np1212:8580001..8582500	contig_31_np1212	8580001	8582500	+	2500	7706.50
contig_31_np1212:8582501..8585000	contig_31_np1212	8582501	8585000	+	2500	7487
contig_31_np1212:8585001..8587500	contig_31_np1212	8585001	8587500	+	2500	7381
contig_31_np1212:8587501..8590000	contig_31_np1212	8587501	8590000	+	2500	7179.50
contig_31_np1212:8590001..8592500	contig_31_np1212	8590001	8592500	+	2500	7806.50
contig_31_np1212:8592501..8595000	contig_31_np1212	8592501	8595000	+	2500	6261
contig_31_np1212:8595001..8597500	contig_31_np1212	8595001	8597500	+	2500	6596.50
contig_31_np1212:8597501..8600000	contig_31_np1212	8597501	8600000	+	2500	7114.50
contig_31_np1212:8600001..8602500	contig_31_np1212	8600001	8602500	+	2500	7789
contig_31_np1212:8602501..8605000	contig_31_np1212	8602501	8605000	+	2500	7229
contig_31_np1212:8605001..8607500	contig_31_np1212	8605001	8607500	+	2500	7475.50
contig_31_np1212:8607501..8610000	contig_31_np1212	8607501	8610000	+	2500	7918
contig_31_np1212:8610001..8612500	contig_31_np1212	8610001	8612500	+	2500	6934.50
contig_31_np1212:8612501..8615000	contig_31_np1212	8612501	8615000	+	2500	7268
contig_31_np1212:8615001..8617500	contig_31_np1212	8615001	8617500	+	2500	7354
contig_31_np1212:8617501..8620000	contig_31_np1212	8617501	8620000	+	2500	7444.50
contig_31_np1212:8620001..8622500	contig_31_np1212	8620001	8622500	+	2500	6280
contig_31_np1212:8622501..8625000	contig_31_np1212	8622501	8625000	+	2500	7426
contig_31_np1212:8625001..8627500	contig_31_np1212	8625001	8627500	+	2500	7508.50
contig_31_np1212:8627501..8630000	contig_31_np1212	8627501	8630000	+	2500	7465
contig_31_np1212:8630001..8632500	contig_31_np1212	8630001	8632500	+	2500	6595.50
contig_31_np1212:8632501..8635000	contig_31_np1212	8632501	8635000	+	2500	7556
contig_31_np1212:8635001..8637500	contig_31_np1212	8635001	8637500	+	2500	7112
contig_31_np1212:8637501..8640000	contig_31_np1212	8637501	8640000	+	2500	6057.50
contig_31_np1212:8640001..8642500	contig_31_np1212	8640001	8642500	+	2500	7093
contig_31_np1212:8642501..8645000	contig_31_np1212	8642501	8645000	+	2500	7067.50
contig_31_np1212:8645001..8647500	contig_31_np1212	8645001	8647500	+	2500	7656.50
contig_31_np1212:8647501..8650000	contig_31_np1212	8647501	8650000	+	2500	6790.50
contig_31_np1212:8650001..8652500	contig_31_np1212	8650001	8652500	+	2500	7537
contig_31_np1212:8652501..8655000	contig_31_np1212	8652501	8655000	+	2500	6919
contig_31_np1212:8655001..8657500	contig_31_np1212	8655001	8657500	+	2500	7298.50
contig_31_np1212:8657501..8660000	contig_31_np1212	8657501	8660000	+	2500	7396
contig_31_np1212:8660001..8662500	contig_31_np1212	8660001	8662500	+	2500	7221.50
contig_31_np1212:8662501..8665000	contig_31_np1212	8662501	8665000	+	2500	8208.50
contig_31_np1212:8665001..8667500	contig_31_np1212	8665001	8667500	+	2500	7733
contig_31_np1212:8667501..8670000	contig_31_np1212	8667501	8670000	+	2500	7558
contig_31_np1212:8670001..8672500	contig_31_np1212	8670001	8672500	+	2500	6351.50
contig_31_np1212:8672501..8675000	contig_31_np1212	8672501	8675000	+	2500	7652
contig_31_np1212:8675001..8677500	contig_31_np1212	8675001	8677500	+	2500	7392
contig_31_np1212:8677501..8680000	contig_31_np1212	8677501	8680000	+	2500	7326.50
contig_31_np1212:8680001..8682500	contig_31_np1212	8680001	8682500	+	2500	7460
contig_31_np1212:8682501..8685000	contig_31_np1212	8682501	8685000	+	2500	7240.50
contig_31_np1212:8685001..8687500	contig_31_np1212	8685001	8687500	+	2500	7128
contig_31_np1212:8687501..8690000	contig_31_np1212	8687501	8690000	+	2500	7549
contig_31_np1212:8690001..8692500	contig_31_np1212	8690001	8692500	+	2500	7003
contig_31_np1212:8692501..8695000	contig_31_np1212	8692501	8695000	+	2500	5446
contig_31_np1212:8695001..8697500	contig_31_np1212	8695001	8697500	+	2500	7470
contig_31_np1212:8697501..8700000	contig_31_np1212	8697501	8700000	+	2500	7201.50
contig_31_np1212:8700001..8702500	contig_31_np1212	8700001	8702500	+	2500	6887.50
contig_31_np1212:8702501..8705000	contig_31_np1212	8702501	8705000	+	2500	7634.50
contig_31_np1212:8705001..8707500	contig_31_np1212	8705001	8707500	+	2500	7365
contig_31_np1212:8707501..8710000	contig_31_np1212	8707501	8710000	+	2500	6994
contig_31_np1212:8710001..8712500	contig_31_np1212	8710001	8712500	+	2500	7453
contig_31_np1212:8712501..8715000	contig_31_np1212	8712501	8715000	+	2500	6441.50
contig_31_np1212:8715001..8717500	contig_31_np1212	8715001	8717500	+	2500	7030.50
contig_31_np1212:8717501..8720000	contig_31_np1212	8717501	8720000	+	2500	6765
contig_31_np1212:8720001..8722500	contig_31_np1212	8720001	8722500	+	2500	7516.50
contig_31_np1212:8722501..8725000	contig_31_np1212	8722501	8725000	+	2500	6942
contig_31_np1212:8725001..8727500	contig_31_np1212	8725001	8727500	+	2500	7510
contig_31_np1212:8727501..8730000	contig_31_np1212	8727501	8730000	+	2500	7354
contig_31_np1212:8730001..8732500	contig_31_np1212	8730001	8732500	+	2500	6668.50
contig_31_np1212:8732501..8735000	contig_31_np1212	8732501	8735000	+	2500	7023.50
contig_31_np1212:8735001..8737500	contig_31_np1212	8735001	8737500	+	2500	7574
contig_31_np1212:8737501..8740000	contig_31_np1212	8737501	8740000	+	2500	8336
contig_31_np1212:8740001..8742500	contig_31_np1212	8740001	8742500	+	2500	6920
contig_31_np1212:8742501..8745000	contig_31_np1212	8742501	8745000	+	2500	5817
contig_31_np1212:8745001..8747500	contig_31_np1212	8745001	8747500	+	2500	7599.50
contig_31_np1212:8747501..8750000	contig_31_np1212	8747501	8750000	+	2500	7084
contig_31_np1212:8750001..8752500	contig_31_np1212	8750001	8752500	+	2500	7317.50
contig_31_np1212:8752501..8755000	contig_31_np1212	8752501	8755000	+	2500	7419.50
contig_31_np1212:8755001..8757500	contig_31_np1212	8755001	8757500	+	2500	6961.50
contig_31_np1212:8757501..8760000	contig_31_np1212	8757501	8760000	+	2500	6756.50
contig_31_np1212:8760001..8762500	contig_31_np1212	8760001	8762500	+	2500	7232
contig_31_np1212:8762501..8765000	contig_31_np1212	8762501	8765000	+	2500	7115
contig_31_np1212:8765001..8767500	contig_31_np1212	8765001	8767500	+	2500	7081.50
contig_31_np1212:8767501..8770000	contig_31_np1212	8767501	8770000	+	2500	6308.50
contig_31_np1212:8770001..8772500	contig_31_np1212	8770001	8772500	+	2500	6472
contig_31_np1212:8772501..8775000	contig_31_np1212	8772501	8775000	+	2500	7331.50
contig_31_np1212:8775001..8777500	contig_31_np1212	8775001	8777500	+	2500	7551
contig_31_np1212:8777501..8780000	contig_31_np1212	8777501	8780000	+	2500	7479.50
contig_31_np1212:8780001..8782500	contig_31_np1212	8780001	8782500	+	2500	7127.50
contig_31_np1212:8782501..8785000	contig_31_np1212	8782501	8785000	+	2500	6371
contig_31_np1212:8785001..8787500	contig_31_np1212	8785001	8787500	+	2500	6782.50
contig_31_np1212:8787501..8790000	contig_31_np1212	8787501	8790000	+	2500	7497
contig_31_np1212:8790001..8792500	contig_31_np1212	8790001	8792500	+	2500	7341
contig_31_np1212:8792501..8795000	contig_31_np1212	8792501	8795000	+	2500	7010.50
contig_31_np1212:8795001..8797500	contig_31_np1212	8795001	8797500	+	2500	6711.50
contig_31_np1212:8797501..8800000	contig_31_np1212	8797501	8800000	+	2500	7115
contig_31_np1212:8800001..8802500	contig_31_np1212	8800001	8802500	+	2500	7659
contig_31_np1212:8802501..8805000	contig_31_np1212	8802501	8805000	+	2500	4797.50
contig_31_np1212:8805001..8807500	contig_31_np1212	8805001	8807500	+	2500	7096
contig_31_np1212:8807501..8810000	contig_31_np1212	8807501	8810000	+	2500	6543
contig_31_np1212:8810001..8812500	contig_31_np1212	8810001	8812500	+	2500	7034.50
contig_31_np1212:8812501..8815000	contig_31_np1212	8812501	8815000	+	2500	6774
contig_31_np1212:8815001..8817500	contig_31_np1212	8815001	8817500	+	2500	6930.50
contig_31_np1212:8817501..8820000	contig_31_np1212	8817501	8820000	+	2500	7489
contig_31_np1212:8820001..8822500	contig_31_np1212	8820001	8822500	+	2500	7633.50
contig_31_np1212:8822501..8825000	contig_31_np1212	8822501	8825000	+	2500	7438
contig_31_np1212:8825001..8827500	contig_31_np1212	8825001	8827500	+	2500	6917
contig_31_np1212:8827501..8830000	contig_31_np1212	8827501	8830000	+	2500	6511
contig_31_np1212:8830001..8832500	contig_31_np1212	8830001	8832500	+	2500	6866.50
contig_31_np1212:8832501..8835000	contig_31_np1212	8832501	8835000	+	2500	6824.50
contig_31_np1212:8835001..8837500	contig_31_np1212	8835001	8837500	+	2500	7138
contig_31_np1212:8837501..8840000	contig_31_np1212	8837501	8840000	+	2500	7075.50
contig_31_np1212:8840001..8842500	contig_31_np1212	8840001	8842500	+	2500	7735
contig_31_np1212:8842501..8845000	contig_31_np1212	8842501	8845000	+	2500	7624
contig_31_np1212:8845001..8847500	contig_31_np1212	8845001	8847500	+	2500	7040.50
contig_31_np1212:8847501..8850000	contig_31_np1212	8847501	8850000	+	2500	7197.50
contig_31_np1212:8850001..8852500	contig_31_np1212	8850001	8852500	+	2500	6477
contig_31_np1212:8852501..8855000	contig_31_np1212	8852501	8855000	+	2500	7004.50
contig_31_np1212:8855001..8857500	contig_31_np1212	8855001	8857500	+	2500	6736.50
contig_31_np1212:8857501..8860000	contig_31_np1212	8857501	8860000	+	2500	7021.50
contig_31_np1212:8860001..8862500	contig_31_np1212	8860001	8862500	+	2500	7727.50
contig_31_np1212:8862501..8865000	contig_31_np1212	8862501	8865000	+	2500	7887.50
contig_31_np1212:8865001..8867500	contig_31_np1212	8865001	8867500	+	2500	7793
contig_31_np1212:8867501..8870000	contig_31_np1212	8867501	8870000	+	2500	6519
contig_31_np1212:8870001..8872500	contig_31_np1212	8870001	8872500	+	2500	6898.50
contig_31_np1212:8872501..8875000	contig_31_np1212	8872501	8875000	+	2500	7244.50
contig_31_np1212:8875001..8877500	contig_31_np1212	8875001	8877500	+	2500	7385
contig_31_np1212:8877501..8880000	contig_31_np1212	8877501	8880000	+	2500	6405
contig_31_np1212:8880001..8882500	contig_31_np1212	8880001	8882500	+	2500	6222.50
contig_31_np1212:8882501..8885000	contig_31_np1212	8882501	8885000	+	2500	6647.50
contig_31_np1212:8885001..8887500	contig_31_np1212	8885001	8887500	+	2500	6931.50
contig_31_np1212:8887501..8890000	contig_31_np1212	8887501	8890000	+	2500	8560.50
contig_31_np1212:8890001..8892500	contig_31_np1212	8890001	8892500	+	2500	7789.50
contig_31_np1212:8892501..8895000	contig_31_np1212	8892501	8895000	+	2500	6264
contig_31_np1212:8895001..8897500	contig_31_np1212	8895001	8897500	+	2500	6646.50
contig_31_np1212:8897501..8900000	contig_31_np1212	8897501	8900000	+	2500	7183.50
contig_31_np1212:8900001..8902500	contig_31_np1212	8900001	8902500	+	2500	7493
contig_31_np1212:8902501..8905000	contig_31_np1212	8902501	8905000	+	2500	7902.50
contig_31_np1212:8905001..8907500	contig_31_np1212	8905001	8907500	+	2500	7530
contig_31_np1212:8907501..8910000	contig_31_np1212	8907501	8910000	+	2500	7891.50
contig_31_np1212:8910001..8912500	contig_31_np1212	8910001	8912500	+	2500	6685.50
contig_31_np1212:8912501..8915000	contig_31_np1212	8912501	8915000	+	2500	7303.50
contig_31_np1212:8915001..8917500	contig_31_np1212	8915001	8917500	+	2500	7002.50
contig_31_np1212:8917501..8920000	contig_31_np1212	8917501	8920000	+	2500	7544.50
contig_31_np1212:8920001..8922500	contig_31_np1212	8920001	8922500	+	2500	7632
contig_31_np1212:8922501..8925000	contig_31_np1212	8922501	8925000	+	2500	7096
contig_31_np1212:8925001..8927500	contig_31_np1212	8925001	8927500	+	2500	7558.50
contig_31_np1212:8927501..8930000	contig_31_np1212	8927501	8930000	+	2500	5933
contig_31_np1212:8930001..8932500	contig_31_np1212	8930001	8932500	+	2500	7198
contig_31_np1212:8932501..8935000	contig_31_np1212	8932501	8935000	+	2500	6716
contig_31_np1212:8935001..8937500	contig_31_np1212	8935001	8937500	+	2500	7246.50
contig_31_np1212:8937501..8940000	contig_31_np1212	8937501	8940000	+	2500	7564
contig_31_np1212:8940001..8942500	contig_31_np1212	8940001	8942500	+	2500	6253
contig_31_np1212:8942501..8945000	contig_31_np1212	8942501	8945000	+	2500	7247
contig_31_np1212:8945001..8947500	contig_31_np1212	8945001	8947500	+	2500	7818
contig_31_np1212:8947501..8950000	contig_31_np1212	8947501	8950000	+	2500	7747
contig_31_np1212:8950001..8952500	contig_31_np1212	8950001	8952500	+	2500	7172
contig_31_np1212:8952501..8955000	contig_31_np1212	8952501	8955000	+	2500	7532
contig_31_np1212:8955001..8957500	contig_31_np1212	8955001	8957500	+	2500	7409
contig_31_np1212:8957501..8960000	contig_31_np1212	8957501	8960000	+	2500	6981.50
contig_31_np1212:8960001..8962500	contig_31_np1212	8960001	8962500	+	2500	7433.50
contig_31_np1212:8962501..8965000	contig_31_np1212	8962501	8965000	+	2500	7299
contig_31_np1212:8965001..8967500	contig_31_np1212	8965001	8967500	+	2500	7483
contig_31_np1212:8967501..8970000	contig_31_np1212	8967501	8970000	+	2500	7358
contig_31_np1212:8970001..8972500	contig_31_np1212	8970001	8972500	+	2500	6391
contig_31_np1212:8972501..8975000	contig_31_np1212	8972501	8975000	+	2500	7153
contig_31_np1212:8975001..8977500	contig_31_np1212	8975001	8977500	+	2500	7818.50
contig_31_np1212:8977501..8980000	contig_31_np1212	8977501	8980000	+	2500	7151
contig_31_np1212:8980001..8982500	contig_31_np1212	8980001	8982500	+	2500	7485.50
contig_31_np1212:8982501..8985000	contig_31_np1212	8982501	8985000	+	2500	6352.50
contig_31_np1212:8985001..8987500	contig_31_np1212	8985001	8987500	+	2500	7400
contig_31_np1212:8987501..8990000	contig_31_np1212	8987501	8990000	+	2500	6214
