# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "4" "-O" "--fraction" "-M" "--fraction" "-p" "-t" "region" "-g" "ID" "-a" "ddis_regions.gff" "-o" "counts/regions_ddis.txt" "star_map_ddis/Ddis-0h-A.bam" "star_map_ddis/Ddis-0h-B.bam" "star_map_ddis/Ddis-0h-C.bam" "star_map_ddis/Ddis-16h-A.bam" "star_map_ddis/Ddis-16h-B.bam" "star_map_ddis/Ddis-16h-C.bam" "star_map_ddis/Ddis-24h-A.bam" "star_map_ddis/Ddis-24h-B.bam" "star_map_ddis/Ddis-24h-C.bam" 
Geneid	Chr	Start	End	Strand	Length	star_map_ddis/Ddis-0h-A.bam	star_map_ddis/Ddis-0h-B.bam	star_map_ddis/Ddis-0h-C.bam	star_map_ddis/Ddis-16h-A.bam	star_map_ddis/Ddis-16h-B.bam	star_map_ddis/Ddis-16h-C.bam	star_map_ddis/Ddis-24h-A.bam	star_map_ddis/Ddis-24h-B.bam	star_map_ddis/Ddis-24h-C.bam
NC_007087.3:2287501..2290000	NC_007087.3	2287501	2290000	+	2500	4.75	260.50	82.50	12.72	143	87.65	30.20	91	175.50
NC_007087.3:2290001..2292500	NC_007087.3	2290001	2292500	+	2500	6	367	81.50	2	307	126.50	18.50	163	345.50
NC_007087.3:2292501..2295000	NC_007087.3	2292501	2295000	+	2500	82.50	521	157	414	741	223.50	180	336	738.00
NC_007087.3:2295001..2297500	NC_007087.3	2295001	2297500	+	2500	3918.50	2254	3237	21962	6251.50	1998.50	4252.50	7041	3358.50
NC_007087.3:2297501..2300000	NC_007087.3	2297501	2300000	+	2500	507.50	2359.50	1131.50	1898	1096.50	862.50	1318	1667.00	1518
NC_007087.3:2300001..2302500	NC_007087.3	2300001	2302500	+	2500	261	1161.25	611.50	43.50	226	128.50	258.50	397.50	507.50
NC_007087.3:2302501..2305000	NC_007087.3	2302501	2305000	+	2500	172	573.25	633	43.50	50.50	51.50	49.50	219.50	98
NC_007087.3:2305001..2307500	NC_007087.3	2305001	2307500	+	2500	360.50	1396.50	1369	313.50	434.50	321	278.50	691	482
NC_007087.3:2307501..2310000	NC_007087.3	2307501	2310000	+	2500	44	66	136.50	94028.75	23860.00	27911	6557	9186	6190.50
NC_007087.3:2310001..2312500	NC_007087.3	2310001	2312500	+	2500	2	2.50	9.50	3380.75	746.50	92	266.50	311	446
NC_007087.3:2312501..2315000	NC_007087.3	2312501	2315000	+	2500	0	6	0	0	438.50	61	9	150	258.50
NC_007087.3:2315001..2317500	NC_007087.3	2315001	2317500	+	2500	0	4	0	0	719	190.50	33.50	202	540.50
NC_007087.3:2317501..2320000	NC_007087.3	2317501	2320000	+	2500	1	15	3	20	3363.25	854	147	1036	2173.12
NC_007087.3:2320001..2322500	NC_007087.3	2320001	2322500	+	2500	2	42	10	98	7847	1862.50	605.50	2084	4880
NC_007087.3:2322501..2325000	NC_007087.3	2322501	2325000	+	2500	244.50	662.50	244.50	1847.50	17046.50	7971	2452.50	5634	9417.50
NC_007087.3:2325001..2327500	NC_007087.3	2325001	2327500	+	2500	124	933	311	361.50	3183.50	377	994.50	1906	1541
NC_007087.3:2327501..2330000	NC_007087.3	2327501	2330000	+	2500	78.50	591	206.50	158	1825.50	886.00	567	961.50	799
NC_007087.3:2330001..2332500	NC_007087.3	2330001	2332500	+	2500	511.50	286.50	318.50	804	712.50	341.50	784.50	564	499
NC_007087.3:2332501..2335000	NC_007087.3	2332501	2335000	+	2500	184.50	469	248.50	442.50	503.50	309.50	352	483.22	508.50
NC_007087.3:2335001..2337500	NC_007087.3	2335001	2337500	+	2500	34476.00	25164.50	21620.50	13326	2385	6192	36066.25	31351.00	13140.00
NC_007087.3:2337501..2340000	NC_007087.3	2337501	2340000	+	2500	3.67	8.50	0.50	384	272.50	134	130.50	147.50	120
NC_007087.3:2340001..2342500	NC_007087.3	2340001	2342500	+	2500	77.83	447.50	431	302	125.50	124	265.25	714.50	693
NC_007087.3:2342501..2345000	NC_007087.3	2342501	2345000	+	2500	30	243.50	152.00	4	45.50	33	103.50	293.50	325.45
NC_007087.3:2345001..2347500	NC_007087.3	2345001	2347500	+	2500	33.50	15	28	5.50	2	5	20	22	32
NC_007087.3:2347501..2350000	NC_007087.3	2347501	2350000	+	2500	52.40	48.78	13	39.62	19.32	45.10	89.09	32.62	84.38
NC_007087.3:2350001..2352500	NC_007087.3	2350001	2352500	+	2500	6.50	0	1	6	2	0	8	2	4
NC_007087.3:2352501..2355000	NC_007087.3	2352501	2355000	+	2500	215.50	186	155	1147	1058.39	658.50	1874.40	1295.33	1405.24
NC_007087.3:2355001..2357500	NC_007087.3	2355001	2357500	+	2500	182	110	138	1381	1008.50	339.50	1630.00	1355.67	1099.50
NC_007087.3:2357501..2360000	NC_007087.3	2357501	2360000	+	2500	4	19	6	14.00	12	0	9	44	15
NC_007087.3:2360001..2362500	NC_007087.3	2360001	2362500	+	2500	250.50	412	207.50	139	60	52.50	182	241	189.50
NC_007087.3:2362501..2365000	NC_007087.3	2362501	2365000	+	2500	952.00	498	461.50	3211.00	1450.50	1367.00	2460.75	2164.50	2000.50
NC_007087.3:2365001..2367500	NC_007087.3	2365001	2367500	+	2500	230.50	75	96	654.00	260.50	125.50	496.25	434.50	423.50
NC_007087.3:2367501..2370000	NC_007087.3	2367501	2370000	+	2500	0	0	0	0	0	2	0	0	0
NC_007087.3:2370001..2372500	NC_007087.3	2370001	2372500	+	2500	79	356.50	142.50	377	494	151	188	299	423.50
NC_007087.3:2372501..2375000	NC_007087.3	2372501	2375000	+	2500	27	709	199	111	766	287.50	177	362	596.90
NC_007087.3:2375001..2377500	NC_007087.3	2375001	2377500	+	2500	4	189	76.50	4	207	77.50	48.50	122	228
NC_007087.3:2377501..2380000	NC_007087.3	2377501	2380000	+	2500	2	125.50	72	0	92	8	4.50	40	78.50
NC_007087.3:2380001..2382500	NC_007087.3	2380001	2382500	+	2500	2	152	62	18	118	18.50	19	98	115
NC_007087.3:2382501..2385000	NC_007087.3	2382501	2385000	+	2500	58.20	571.97	271.71	58.79	451.07	251.95	64.50	234.30	439.57
NC_007087.3:2385001..2387500	NC_007087.3	2385001	2387500	+	2500	401	608.00	283	680.50	692.50	250.50	612	582.50	806.50
NC_007087.3:2387501..2390000	NC_007087.3	2387501	2390000	+	2500	351	530.20	274.50	269.00	529.50	180	424.50	350.79	560
NC_007087.3:2390001..2392500	NC_007087.3	2390001	2392500	+	2500	457.14	160.44	317.50	273.00	112.80	36.50	218	221.83	165.65
NC_007087.3:2392501..2395000	NC_007087.3	2392501	2395000	+	2500	155.39	51.55	25	28	9.30	19	67.50	23.00	38.60
NC_007087.3:2395001..2397500	NC_007087.3	2395001	2397500	+	2500	33	34	42.50	89	17.50	16.50	63.50	34	43.50
NC_007087.3:2397501..2400000	NC_007087.3	2397501	2400000	+	2500	49.50	26.50	53.50	79	32.50	21.50	48	48.20	30.94
NC_007087.3:2400001..2402500	NC_007087.3	2400001	2402500	+	2500	0	7.15	2.51	0	5.48	4.71	2.09	2.45	7.74
NC_007087.3:2402501..2405000	NC_007087.3	2402501	2405000	+	2500	4.00	1.44	0.65	0	2.90	0.35	0.17	4.63	3.71
NC_007087.3:2405001..2407500	NC_007087.3	2405001	2407500	+	2500	0.67	17.72	6.01	2.19	77.53	30.28	6.34	14.10	45.41
NC_007087.3:2407501..2410000	NC_007087.3	2407501	2410000	+	2500	1275.00	1127.50	1227.50	274.00	79.00	79	532.75	439.50	270
NC_007087.3:2410001..2412500	NC_007087.3	2410001	2412500	+	2500	6.01	11.06	16.52	1.98	18.20	9.06	5.94	13.66	13.67
NC_007087.3:2412501..2415000	NC_007087.3	2412501	2415000	+	2500	0.28	3.58	0.23	10.91	0.16	4	0.85	7.77	4.14
NC_007087.3:2415001..2417500	NC_007087.3	2415001	2417500	+	2500	561.00	308.50	471.50	1617.00	379.00	154	740.75	805.50	414
NC_007087.3:2417501..2420000	NC_007087.3	2417501	2420000	+	2500	2	78.37	14.00	12	72.21	36.06	14	47.27	37.91
NC_007087.3:2420001..2422500	NC_007087.3	2420001	2422500	+	2500	2.29	242.96	97.74	7.25	71.63	39.61	15.73	37.37	78.08
NC_007087.3:2422501..2425000	NC_007087.3	2422501	2425000	+	2500	15.43	300	72.12	24	105.75	84.25	13	24	65.25
NC_007087.3:2425001..2427500	NC_007087.3	2425001	2427500	+	2500	2.92	119.79	35.38	4.00	11.39	6.67	9.34	32.28	55.38
NC_007087.3:2427501..2430000	NC_007087.3	2427501	2430000	+	2500	822.18	970.96	721.50	132.17	55.79	94	127.06	491.62	153.95
NC_007087.3:2430001..2432500	NC_007087.3	2430001	2432500	+	2500	3381.75	255010.12	206960.71	8914	28206.50	123412.94	55268.25	96333.50	104783.25
NC_007087.3:2432501..2435000	NC_007087.3	2432501	2435000	+	2500	1983.25	186668.21	176637.46	6106	16769	79669.11	35404.75	78877.83	71951.08
NC_007087.3:2435001..2437500	NC_007087.3	2435001	2437500	+	2500	99	406.33	143.33	75.50	412	216.61	246.50	367.17	541
NC_007087.3:2437501..2440000	NC_007087.3	2437501	2440000	+	2500	423.50	507	375	232.50	320	225	464.50	540.50	567
NC_007087.3:2440001..2442500	NC_007087.3	2440001	2442500	+	2500	4387	2837.50	2289.50	1117.50	740	864.50	1721.50	848	1214.50
NC_007087.3:2442501..2445000	NC_007087.3	2442501	2445000	+	2500	231	161	163	11592	9880	11752.50	8324	7263	7655.50
NC_007087.3:2445001..2447500	NC_007087.3	2445001	2447500	+	2500	2619.50	2779	2522.50	4126.50	3036	2628	3163	2938	2726.50
NC_007087.3:2447501..2450000	NC_007087.3	2447501	2450000	+	2500	68.50	48.50	61.50	594	452	260.75	126	237.50	70.00
NC_007087.3:2450001..2452500	NC_007087.3	2450001	2452500	+	2500	494	1588	783	1160	2397.50	1985.25	906.50	1829.50	1990.00
NC_007087.3:2452501..2455000	NC_007087.3	2452501	2455000	+	2500	40.50	437.50	266.50	94	871.50	219.50	268.50	673	928
NC_007087.3:2455001..2457500	NC_007087.3	2455001	2457500	+	2500	125	459	213.50	420.50	643.50	117.50	304	587.50	672.50
NC_007087.3:2457501..2460000	NC_007087.3	2457501	2460000	+	2500	124	1136	471.50	249.50	1549.50	261.50	459	1501.50	1664.75
NC_007087.3:2460001..2462500	NC_007087.3	2460001	2462500	+	2500	2	356	126	2	547.50	217	92.50	479.83	526.79
NC_007087.3:2462501..2465000	NC_007087.3	2462501	2465000	+	2500	0	238	79	0	259	129	56	261	284.25
NC_007087.3:2465001..2467500	NC_007087.3	2465001	2467500	+	2500	0	107.50	25.25	0	94.50	57.67	0	92	98.50
NC_007087.3:2467501..2470000	NC_007087.3	2467501	2470000	+	2500	1192.00	39326	43713.50	1095	6668	20678.83	8931.00	27335.25	23941.00
NC_007087.3:2470001..2472500	NC_007087.3	2470001	2472500	+	2500	1655	9653.00	7086.75	789.83	1382.00	2430	1628	3538.25	2855.17
NC_007087.3:2472501..2475000	NC_007087.3	2472501	2475000	+	2500	253	409.50	289	304.67	686.50	83	435	719.50	763
NC_007087.3:2475001..2477500	NC_007087.3	2475001	2477500	+	2500	1752.50	2729	1787.50	3109.50	2843.50	2417	2724	2763.50	3385.50
NC_007087.3:2477501..2480000	NC_007087.3	2477501	2480000	+	2500	488.50	3097.50	1658	395.50	3084	2443.50	2328.50	2035.50	3667.50
NC_007087.3:2480001..2482500	NC_007087.3	2480001	2482500	+	2500	188	809	516	102	882.50	263	353.50	584	702
NC_007087.3:2482501..2485000	NC_007087.3	2482501	2485000	+	2500	241.50	275	234	52	239.50	192.50	235	409.50	301
NC_007087.3:2485001..2487500	NC_007087.3	2485001	2487500	+	2500	286.72	400.40	259	256.50	280.44	272.22	389.50	490.50	463
NC_007087.3:2487501..2490000	NC_007087.3	2487501	2490000	+	2500	1983.00	2173	2834.50	1048	647	214.50	878.50	1190.50	1011.50
NC_007087.3:2490001..2492500	NC_007087.3	2490001	2492500	+	2500	288	394	467.50	153	119	25.50	138	192	145
NC_007087.3:2492501..2495000	NC_007087.3	2492501	2495000	+	2500	321.50	352	259	907.50	680.50	376.50	400	602.50	591.50
NC_007087.3:2495001..2497500	NC_007087.3	2495001	2497500	+	2500	197.50	307.50	189	441.50	705.50	351.50	308	718	606.50
NC_007087.3:2497501..2500000	NC_007087.3	2497501	2500000	+	2500	95	402	284	42.50	276.50	112	108	702	535.50
NC_007087.3:2500001..2502500	NC_007087.3	2500001	2502500	+	2500	52.30	32.58	44	4470.80	778	1076	2106.40	2413.30	1681.13
NC_007087.3:2502501..2505000	NC_007087.3	2502501	2505000	+	2500	6.50	6.17	3.69	5.50	0	0.25	4.50	3	4.17
NC_007087.3:2505001..2507500	NC_007087.3	2505001	2507500	+	2500	9.80	19.30	13.00	16	5.20	10	14	10.60	34.10
NC_007087.3:2507501..2510000	NC_007087.3	2507501	2510000	+	2500	14	59.67	30.67	14	6	8.50	15.50	26	63.75
NC_007087.3:2510001..2512500	NC_007087.3	2510001	2512500	+	2500	0	83.58	39	0	25.67	0.50	9.50	50.17	62.58
NC_007087.3:2512501..2515000	NC_007087.3	2512501	2515000	+	2500	10.43	367.30	156.42	0	80.26	7.50	51.33	197.12	188.78
NC_007087.3:2515001..2517500	NC_007087.3	2515001	2517500	+	2500	182.66	714.78	376.02	44.10	123.12	69.65	71.74	240.70	330.60
NC_007087.3:2517501..2520000	NC_007087.3	2517501	2520000	+	2500	15.00	33.00	22.00	4	18	4	10	89.00	21.00
NC_007087.3:2520001..2522500	NC_007087.3	2520001	2522500	+	2500	26.40	80.00	26.00	2	19.10	18	27.50	60.90	72.30
NC_007087.3:2522501..2525000	NC_007087.3	2522501	2525000	+	2500	52.82	406.22	116.53	17.87	143.73	36.60	88.37	248.42	223.89
NC_007087.3:2525001..2527500	NC_007087.3	2525001	2527500	+	2500	238.57	317.76	153.70	34.93	82.96	12.10	112.07	262.63	149.58
NC_007087.3:2527501..2530000	NC_007087.3	2527501	2530000	+	2500	55.50	98.30	38.00	22	14	20	36.58	96.72	57.50
NC_007087.3:2530001..2532500	NC_007087.3	2530001	2532500	+	2500	5.80	65.60	30.00	2	33.53	12	21.92	80.15	46.93
NC_007087.3:2532501..2535000	NC_007087.3	2532501	2535000	+	2500	0	103.33	39.92	0	55.07	32	23.50	81.75	61.58
NC_007087.3:2535001..2537500	NC_007087.3	2535001	2537500	+	2500	18.21	386.28	183.01	0	144.40	15.50	34.17	369.15	274.17
NC_007087.3:2537501..2540000	NC_007087.3	2537501	2540000	+	2500	222.62	810.83	428.83	63.10	260.65	177.32	126.74	536.40	422.40
NC_007087.3:2540001..2542500	NC_007087.3	2540001	2542500	+	2500	2209.25	1958	2145	1523.50	357	498	597.75	1573.50	466.50
NC_007087.3:2542501..2545000	NC_007087.3	2542501	2545000	+	2500	2281.75	1745	1977.00	2321	711.50	804	926.75	1582.50	723.50
NC_007087.3:2545001..2547500	NC_007087.3	2545001	2547500	+	2500	677	740	479	1446	1533.50	891	1097.50	902	1236
NC_007087.3:2547501..2550000	NC_007087.3	2547501	2550000	+	2500	651.50	408	450	608.50	1130	1212	713.50	483	847
NC_007087.3:2550001..2552500	NC_007087.3	2550001	2552500	+	2500	506.50	440	285	1269.50	1250.22	1193	981.50	654	794.83
NC_007087.3:2552501..2555000	NC_007087.3	2552501	2555000	+	2500	1967	1357	1333.50	3039.50	1298.90	2100.50	1295	1270	1212.50
NC_007087.3:2555001..2557500	NC_007087.3	2555001	2557500	+	2500	4299.50	16180.54	12376.52	11220.50	10307.57	19243	13981.29	8708.39	9910.62
NC_007087.3:2557501..2560000	NC_007087.3	2557501	2560000	+	2500	459.62	6566.77	5695.11	3450.00	3932.87	6458.86	5128.83	3322.09	4206.01
NC_007087.3:2560001..2562500	NC_007087.3	2560001	2562500	+	2500	2408.62	2294.70	3343.00	907	254.14	84.51	652.33	1133.30	1057.06
NC_007087.3:2562501..2565000	NC_007087.3	2562501	2565000	+	2500	1704.50	2440.50	2476.50	879	656.50	708	1124.50	1759.50	1769.25
NC_007087.3:2565001..2567500	NC_007087.3	2565001	2567500	+	2500	7955.50	3623.50	5222.40	2723.00	886.22	521	2677.50	2325.62	1773.25
NC_007087.3:2567501..2570000	NC_007087.3	2567501	2570000	+	2500	4839	3173.50	4328.50	4033	1282.50	431	2096	3687	2012.50
NC_007087.3:2570001..2572500	NC_007087.3	2570001	2572500	+	2500	235	789	514	732	821.50	259.50	419	668	723
NC_007087.3:2572501..2575000	NC_007087.3	2572501	2575000	+	2500	105	150.50	68	187.50	116.50	108	144	231.50	129
NC_007087.3:2575001..2577500	NC_007087.3	2575001	2577500	+	2500	999	788	485.50	738	531	689	676.50	695.50	636
NC_007087.3:2577501..2580000	NC_007087.3	2577501	2580000	+	2500	761	3015.50	1483.50	133.50	111	121.50	870	515.50	798
NC_007087.3:2580001..2582500	NC_007087.3	2580001	2582500	+	2500	1511	3148	2003.50	506.50	279	107.50	1077	691	949
NC_007087.3:2582501..2585000	NC_007087.3	2582501	2585000	+	2500	1598.33	1444.50	1618.50	1718	683.50	434.50	1023	1042.50	874
NC_007087.3:2585001..2587500	NC_007087.3	2585001	2587500	+	2500	686.17	630.50	793	6065.50	3614.50	3038.50	1735.50	948	1315
NC_007087.3:2587501..2590000	NC_007087.3	2587501	2590000	+	2500	184	43	81.67	677	632.00	372.50	378	208	296
NC_007087.3:2590001..2592500	NC_007087.3	2590001	2592500	+	2500	179	230	173.50	359.50	526.50	193.50	501.50	851.50	494
NC_007087.3:2592501..2595000	NC_007087.3	2592501	2595000	+	2500	408.50	762.50	431.83	860.50	1637.50	531	1389	2321	1599.50
NC_007087.3:2595001..2597500	NC_007087.3	2595001	2597500	+	2500	60.50	300	173	41.33	681.50	330.50	132.50	578.50	574
NC_007087.3:2597501..2600000	NC_007087.3	2597501	2600000	+	2500	13	1030.50	497	51	2276.50	1235.50	267	1584	1992
NC_007087.3:2600001..2602500	NC_007087.3	2600001	2602500	+	2500	0	1703.50	889.50	41	3667	2630.25	467.50	2849.50	3640
NC_007087.3:2602501..2605000	NC_007087.3	2602501	2605000	+	2500	10.50	4144.50	3276	404.50	7737.50	7442.50	1412	7037.50	8264
NC_007087.3:2605001..2607500	NC_007087.3	2605001	2607500	+	2500	964	4917	4161.50	1941	7321.50	12573	2267.50	6939.50	7895.25
NC_007087.3:2607501..2610000	NC_007087.3	2607501	2610000	+	2500	2413.50	2560	1641	3543.50	1365	1168.75	2558.50	2450.50	2010.50
NC_007087.3:2610001..2612500	NC_007087.3	2610001	2612500	+	2500	1610.50	1984.50	1245	473	661	790	1945	1946.90	1747.25
NC_007087.3:2612501..2615000	NC_007087.3	2612501	2615000	+	2500	1161.67	5746.50	3067.50	71	216	1099	4648.50	5060.25	7141.17
NC_007087.3:2615001..2617500	NC_007087.3	2615001	2617500	+	2500	78.50	1764.50	626	8	34	112.50	922.50	1347.35	2066.50
NC_007087.3:2617501..2620000	NC_007087.3	2617501	2620000	+	2500	185.50	1690.50	724	10	37	206.50	689.50	1490	1887
NC_007087.3:2620001..2622500	NC_007087.3	2620001	2622500	+	2500	1094	1789	1251.50	127	22	520	1666.50	2208.50	1912.50
NC_007087.3:2622501..2625000	NC_007087.3	2622501	2625000	+	2500	24.50	0.50	8	4.75	0	11	24.50	12.50	8.50
NC_007087.3:2625001..2627500	NC_007087.3	2625001	2627500	+	2500	3348.67	1645	2370.50	4473.33	1105	1843.75	2110.50	2394	1540.50
NC_007087.3:2627501..2630000	NC_007087.3	2627501	2630000	+	2500	29753.67	14455.83	19511.50	39273.08	9504	28535.25	17570	19138.25	13194.67
NC_007087.3:2630001..2632500	NC_007087.3	2630001	2632500	+	2500	9316.83	5300	7245	6502.50	1597.50	1937	3286	2971	2414
NC_007087.3:2632501..2635000	NC_007087.3	2632501	2635000	+	2500	6763.50	3913	5155	2713	1183.50	580.50	1875.50	1622.75	1511.00
NC_007087.3:2635001..2637500	NC_007087.3	2635001	2637500	+	2500	89.50	339.83	243.50	116	212	58	166.50	249	246.50
NC_007087.3:2637501..2640000	NC_007087.3	2637501	2640000	+	2500	114	1073.08	1155.00	78	242.50	708	318	746.50	588
NC_007087.3:2640001..2642500	NC_007087.3	2640001	2642500	+	2500	1413.50	89001.75	78846.50	7062.00	21763.50	87371.50	26426.50	46929.00	50542.00
NC_007087.3:2642501..2645000	NC_007087.3	2642501	2645000	+	2500	578	1117.01	1220.08	427.50	438.13	566.50	650.30	629.79	826.14
NC_007087.3:2645001..2647500	NC_007087.3	2645001	2647500	+	2500	2078.50	7053.50	3648	9541.50	18246.50	35779.50	11820.50	19603	19092.00
NC_007087.3:2647501..2650000	NC_007087.3	2647501	2650000	+	2500	786	4856.75	2484.50	1744.50	10316	19039.50	5416	12067	11740
NC_007087.3:2650001..2652500	NC_007087.3	2650001	2652500	+	2500	290.50	354.25	328	847	840.50	707.50	663.33	1252.50	999.50
NC_007087.3:2652501..2655000	NC_007087.3	2652501	2655000	+	2500	3462	23302	28810	3773	5329.50	6763	7985.67	10448	11154
NC_007087.3:2655001..2657500	NC_007087.3	2655001	2657500	+	2500	148	75	66.50	195.50	155.50	123	87.50	206	165
NC_007087.3:2657501..2660000	NC_007087.3	2657501	2660000	+	2500	341.50	2014	766.50	1965	7042	7432.50	2277	6040	6095.00
NC_007087.3:2660001..2662500	NC_007087.3	2660001	2662500	+	2500	28.50	1091.50	366.50	87.50	2901.50	2827.50	629.50	2233.50	2738.50
NC_007087.3:2662501..2665000	NC_007087.3	2662501	2665000	+	2500	57	668	363	112	1590.50	895	349	1000.50	1463.50
NC_007087.3:2665001..2667500	NC_007087.3	2665001	2667500	+	2500	403.50	744	523.50	1082.50	2275.50	1428	986.50	1581.50	1639.75
NC_007087.3:2667501..2670000	NC_007087.3	2667501	2670000	+	2500	77.50	134.50	54	158.50	249.50	225.50	183.50	89.50	182.50
NC_007087.3:2670001..2672500	NC_007087.3	2670001	2672500	+	2500	14	21	8	41	75	56.50	23.50	26	15.25
NC_007087.3:2672501..2675000	NC_007087.3	2672501	2675000	+	2500	65	30	43	162.50	68.50	117	112.50	47.50	65.50
NC_007087.3:2675001..2677500	NC_007087.3	2675001	2677500	+	2500	3190	1999	1088	17939.00	15322.92	9129.50	14503.50	7874	12258.00
NC_007087.3:2677501..2680000	NC_007087.3	2677501	2680000	+	2500	1831.50	6125.50	3419	309	285.92	293	1951	1789.50	1856
NC_007087.3:2680001..2682500	NC_007087.3	2680001	2682500	+	2500	2074.50	4722.50	2720	235.50	141.17	761.50	1894.50	1863	1773.50
NC_007087.3:2682501..2685000	NC_007087.3	2682501	2685000	+	2500	1232.22	1592.10	1402.80	828	620.25	504	961.69	826.22	721.10
NC_007087.3:2685001..2687500	NC_007087.3	2685001	2687500	+	2500	3.50	7.50	3.54	0.50	0.39	0	2.64	3.08	2.55
NC_007087.3:2687501..2690000	NC_007087.3	2687501	2690000	+	2500	289	264.50	228	351.50	172	105.50	286	455	292
NC_007087.3:2690001..2692500	NC_007087.3	2690001	2692500	+	2500	11.91	114.70	30.35	16.90	6.56	14.40	24.25	19.99	47.09
NC_007087.3:2692501..2695000	NC_007087.3	2692501	2695000	+	2500	0.47	312.53	57.05	0.21	18.52	15.66	10.23	54.51	115.36
NC_007087.3:2695001..2697500	NC_007087.3	2695001	2697500	+	2500	1.72	60.53	15.16	0.50	3.39	3.03	4.21	12.51	30.91
NC_007087.3:2697501..2700000	NC_007087.3	2697501	2700000	+	2500	61	129.50	62	191	165	179	261	254	255.50
NC_007087.3:2700001..2702500	NC_007087.3	2700001	2702500	+	2500	383.22	412.47	243.43	1623	5200.54	2997.89	2532.48	1996.51	3066.97
NC_007087.3:2702501..2705000	NC_007087.3	2702501	2705000	+	2500	129	151	69	156	1208.50	293	669.50	506.50	926.50
NC_007087.3:2705001..2707500	NC_007087.3	2705001	2707500	+	2500	104	19	41	25	19.50	31	79	45	72.50
NC_007087.3:2707501..2710000	NC_007087.3	2707501	2710000	+	2500	1401.50	1477.50	2248	737	274	100	745.50	919	564.50
NC_007087.3:2710001..2712500	NC_007087.3	2710001	2712500	+	2500	5517.50	2233.50	3518.00	13585.00	5456.00	1724	6763.00	5736.00	5114.00
NC_007087.3:2712501..2715000	NC_007087.3	2712501	2715000	+	2500	2692	1792	1088	1888.00	899	1588.75	1861	2178	1684.75
NC_007087.3:2715001..2717500	NC_007087.3	2715001	2717500	+	2500	232	566	415	350	214.50	572.25	258.70	499	372
NC_007087.3:2717501..2720000	NC_007087.3	2717501	2720000	+	2500	2349	1256.50	1755	2078.50	746.50	241	713.50	1231.25	679.75
NC_007087.3:2720001..2722500	NC_007087.3	2720001	2722500	+	2500	2477	1030.50	2168	5219.50	5036	4583	755	6112.75	2892.50
NC_007087.3:2722501..2725000	NC_007087.3	2722501	2725000	+	2500	213	1454.50	613	216	782.50	676	446.50	509	1018
NC_007087.3:2725001..2727500	NC_007087.3	2725001	2727500	+	2500	15333.50	14417.50	10608.50	3369	1364.50	915	4475	3700	4046.00
NC_007087.3:2727501..2730000	NC_007087.3	2727501	2730000	+	2500	1429.50	715	830.50	2287	435	391	924.50	975	697
NC_007087.3:2730001..2732500	NC_007087.3	2730001	2732500	+	2500	114	162	12	22	6	28	28	18	8
NC_007087.3:2732501..2735000	NC_007087.3	2732501	2735000	+	2500	526	1668.50	642.50	1144	1699	1962	1940	1459.50	2416.50
NC_007087.3:2735001..2737500	NC_007087.3	2735001	2737500	+	2500	854	1921.50	1015.50	944	1721	1502	2091.00	1406.50	2518.50
NC_007087.3:2737501..2740000	NC_007087.3	2737501	2740000	+	2500	36	635.94	275.22	185.50	1121.53	808.30	477.00	966.57	1018.52
NC_007087.3:2740001..2742500	NC_007087.3	2740001	2742500	+	2500	8.50	199.50	76	309.50	467.50	910	466.50	644.83	477.50
NC_007087.3:2742501..2745000	NC_007087.3	2742501	2745000	+	2500	839	2463	1420	721.50	2180.50	2393	905.50	2246	2747
NC_007087.3:2745001..2747500	NC_007087.3	2745001	2747500	+	2500	384	11591.00	5907.50	294.50	7920.50	6111.25	1202.50	8079	10341.00
NC_007087.3:2747501..2750000	NC_007087.3	2747501	2750000	+	2500	1664.50	1492	1521	1760	742.50	253.75	722	870.50	697
NC_007087.3:2750001..2752500	NC_007087.3	2750001	2752500	+	2500	372.50	1188.50	616	913	1103.50	733	709.50	1053.50	1083
NC_007087.3:2752501..2755000	NC_007087.3	2752501	2755000	+	2500	1525	2271.50	1021.50	3119.50	2042	1143.50	1454.00	1815.50	1820.50
NC_007087.3:2755001..2757500	NC_007087.3	2755001	2757500	+	2500	293.50	1559	539.79	550	1272.25	538.50	681.50	765.50	1031
NC_007087.3:2757501..2760000	NC_007087.3	2757501	2760000	+	2500	434	1964.50	616	511.50	1003	1119.50	652	776.50	1138
NC_007087.3:2760001..2762500	NC_007087.3	2760001	2762500	+	2500	349	557.50	178.50	250.25	168.50	125.50	189.50	622	307.50
NC_007087.3:2762501..2765000	NC_007087.3	2762501	2765000	+	2500	2640.50	1202.50	604.50	17717.75	6396.50	43037.00	11360.50	96937.83	5843.50
NC_007087.3:2765001..2767500	NC_007087.3	2765001	2767500	+	2500	307.50	592	542.50	928.50	453	638	736.50	4901.83	577.50
NC_007087.3:2767501..2770000	NC_007087.3	2767501	2770000	+	2500	3664	10141.50	6605.50	848	2321	1536.50	1928	3358.33	2956.50
NC_007087.3:2770001..2772500	NC_007087.3	2770001	2772500	+	2500	1104.50	171	177.50	603	296.50	392.67	408.50	290.20	245.29
NC_007087.3:2772501..2775000	NC_007087.3	2772501	2775000	+	2500	109.50	33	27	95.50	113	53	39.50	152.50	65
NC_007087.3:2775001..2777500	NC_007087.3	2775001	2777500	+	2500	18.50	107	90.50	26.50	123	18	67.50	231.50	163
