Contig	Start	Stop	Illumina	Nanopore	mRNA
contig_57_np1212	3635001	3637500	449.216	168.6128	46.7012
contig_57_np1212	3637501	3640000	402.0348	164.5908	7715.4816
contig_57_np1212	3640001	3642500	431.9224	177.7976	666.4452
contig_57_np1212	3642501	3645000	406.726	180.9184	120.3316
contig_57_np1212	3645001	3647500	397.1556	166.2008	114.4772
contig_57_np1212	3647501	3650000	446.6432	165.6672	6670.4252
contig_57_np1212	3650001	3652500	413.2896	155.6276	1938.9548
contig_57_np1212	3652501	3655000	448.5644	172.2688	65.6252
contig_57_np1212	3655001	3657500	379.2464	180.1492	181.0356
contig_57_np1212	3657501	3660000	446.8364	181.6872	2337.9876
contig_57_np1212	3660001	3662500	431.6588	175.0192	1398.9332
contig_57_np1212	3662501	3665000	370.8396	171.302	24.7984
contig_57_np1212	3665001	3667500	433.4832	188.05	60.2108
contig_57_np1212	3667501	3670000	359.9396	186.0024	129.9856
contig_57_np1212	3670001	3672500	390.7076	174.3672	1041.6124
contig_57_np1212	3672501	3675000	439.7824	170.0204	155.7392
contig_57_np1212	3675001	3677500	437.3956	161.8528	30.8108
contig_57_np1212	3677501	3680000	463.2816	151.4916	44.512
contig_57_np1212	3680001	3682500	476.234	127.6668	92.5832
contig_57_np1212	3682501	3685000	421.4656	114.7424	1976.0404
contig_57_np1212	3685001	3687500	422.7868	153.824	116.1976
contig_57_np1212	3687501	3690000	364.6332	165.9008	1621.4612
contig_57_np1212	3690001	3692500	462.5572	167.7732	774.4056
contig_57_np1212	3692501	3695000	436.824	182.5364	7191.0664
contig_57_np1212	3695001	3697500	445.1036	186.8804	30.8152
contig_57_np1212	3697501	3700000	461.2532	183.1312	42.486
contig_57_np1212	3700001	3702500	463.7556	185.1416	45.3124
contig_57_np1212	3702501	3705000	393.4688	171.9624	1617.8652
contig_57_np1212	3705001	3707500	386.3372	176.958	52.418
contig_57_np1212	3707501	3710000	372.3684	174.9012	105.3956
contig_57_np1212	3710001	3712500	382.8436	167.574	207.008
contig_57_np1212	3712501	3715000	386.5844	153.178	296.5156
contig_57_np1212	3715001	3717500	411.8636	152.6464	536.5488
contig_57_np1212	3717501	3720000	432.0456	162.8964	341.8992
contig_57_np1212	3720001	3722500	429.8904	180.5964	595.708
contig_57_np1212	3722501	3725000	412.5064	192.0088	1828.1944
contig_57_np1212	3725001	3727500	430.904	191.306	1006.8288
contig_57_np1212	3727501	3730000	417.372	175.1628	2519.3416
contig_57_np1212	3730001	3732500	405.244	175.9888	490.1056
contig_57_np1212	3732501	3735000	434.4396	168.918	331.014
contig_57_np1212	3735001	3737500	445.1444	171.9644	1867.2928
contig_57_np1212	3737501	3740000	438.8888	172.3608	98.2884
contig_57_np1212	3740001	3742500	443.8048	176.22	267.704
contig_57_np1212	3742501	3745000	456.7556	163.672	35.1744
contig_57_np1212	3745001	3747500	453.6112	160.09	183.8304
contig_57_np1212	3747501	3750000	427.5856	168.1156	131.3288
contig_57_np1212	3750001	3752500	411.4472	161.0476	105.066
contig_57_np1212	3752501	3755000	338.3572	164.8752	58.1428
contig_57_np1212	3755001	3757500	414.7372	167.2792	293.9468
contig_57_np1212	3757501	3760000	464.5124	154.5648	464.4752
contig_57_np1212	3760001	3762500	440.8592	144.232	200.8188
contig_57_np1212	3762501	3765000	463.6748	145.5092	174.97
contig_57_np1212	3765001	3767500	404.0076	135.1256	192.4064
contig_57_np1212	3767501	3770000	421.3156	137.2656	3011.142
contig_57_np1212	3770001	3772500	390.4824	174.6556	1604.4596
contig_57_np1212	3772501	3775000	352.2304	163.9296	751.3096
contig_57_np1212	3775001	3777500	451.3968	165.1704	216.5068
contig_57_np1212	3777501	3780000	465.0808	181.3972	166.5092
contig_57_np1212	3780001	3782500	396.4608	169.6796	175.3356
contig_57_np1212	3782501	3785000	415.8484	156.826	462.6368
contig_57_np1212	3785001	3787500	402.4052	178.5596	9250.7056
contig_57_np1212	3787501	3790000	405.7736	169.2772	1042.3132
contig_57_np1212	3790001	3792500	422.3524	152.0828	394.4852
contig_57_np1212	3792501	3795000	434.3824	143.528	215.5896
contig_57_np1212	3795001	3797500	455.9596	140.8056	513.6128
contig_57_np1212	3797501	3800000	399.5556	141.0324	130.9596
contig_57_np1212	3800001	3802500	464.6028	143.7536	90.6884
contig_57_np1212	3802501	3805000	456.7328	156.0052	81.05
contig_57_np1212	3805001	3807500	445.8384	156.9508	7232.6844
contig_57_np1212	3807501	3810000	408.3876	161.872	6978.8816
contig_57_np1212	3810001	3812500	449.6828	164.7676	1088.1984
contig_57_np1212	3812501	3815000	477.7008	156.8252	291.3952
contig_57_np1212	3815001	3817500	445.34	149.8456	5259.45
contig_57_np1212	3817501	3820000	425.8076	152.1512	2986.5144
contig_57_np1212	3820001	3822500	421.4952	171.7664	2724.78
contig_57_np1212	3822501	3825000	454.962	173.8468	3046.6816
contig_57_np1212	3825001	3827500	435.814	171.808	7616.154
contig_57_np1212	3827501	3830000	443.034	174.4596	3542.6948
contig_57_np1212	3830001	3832500	433.8684	182.342	2756.5896
contig_57_np1212	3832501	3835000	461.4008	177.7376	5340.2436
contig_57_np1212	3835001	3837500	429.1264	178.2616	1632.4132
contig_57_np1212	3837501	3840000	404.9984	176.7476	383.8144
contig_57_np1212	3840001	3842500	432.4364	173.676	171.6204
contig_57_np1212	3842501	3845000	465.2844	153.6012	108.2664
contig_57_np1212	3845001	3847500	425.4688	122.7808	1244.1268
contig_57_np1212	3847501	3850000	456.2484	124.4756	720.6852
contig_57_np1212	3850001	3852500	434.1036	121.202	574.13
contig_57_np1212	3852501	3855000	493.494	138.9336	91.2144
contig_57_np1212	3855001	3857500	383.4364	123.6848	382.7712
contig_57_np1212	3857501	3860000	323.8784	123.8732	674.5392
contig_57_np1212	3860001	3862500	420.5852	128.5668	1343.6052
contig_57_np1212	3862501	3865000	376.4428	128.5456	2785.0712
contig_57_np1212	3865001	3867500	423.5732	132.4004	1012.3572
contig_57_np1212	3867501	3870000	417.124	145.8356	6601.7244
contig_57_np1212	3870001	3872500	395.462	143.5668	379.0188
contig_57_np1212	3872501	3875000	428.8532	145.4816	11117.936
contig_57_np1212	3875001	3877500	451.5276	148.2992	938.1448
contig_57_np1212	3877501	3880000	428.7552	152.3592	1483.8504
contig_57_np1212	3880001	3882500	411.8756	167.6592	359.7632
contig_57_np1212	3882501	3885000	450.9432	171.3096	367.3044
contig_57_np1212	3885001	3887500	442.5188	159.1328	9.5224
contig_57_np1212	3887501	3890000	421.84	157.6224	373.3048
contig_57_np1212	3890001	3892500	454.31	148.5268	136.5812
contig_57_np1212	3892501	3895000	448.44	155.2972	128.7296
contig_57_np1212	3895001	3897500	411.7764	163.7792	157.1212
contig_57_np1212	3897501	3900000	473.0028	167.7052	72.0804
contig_57_np1212	3900001	3902500	460.1732	167.354	227.4344
contig_57_np1212	3902501	3905000	442.6332	162.0704	226.6108
contig_57_np1212	3905001	3907500	466.0532	179.1752	67.3916
contig_57_np1212	3907501	3910000	432.3184	186.3776	1900.9744
contig_57_np1212	3910001	3912500	449.4076	199.8132	208.0776
contig_57_np1212	3912501	3915000	415.5216	201.886	1294.9068
contig_57_np1212	3915001	3917500	451.0816	202.3596	18755.1704
contig_57_np1212	3917501	3920000	426.7196	200.0624	994.562
contig_57_np1212	3920001	3922500	345.3756	209.3256	816.4596
contig_57_np1212	3922501	3925000	370.27	184.9992	2.626
contig_57_np1212	3925001	3927500	380.5712	180.5444	73.6296
contig_57_np1212	3927501	3930000	417.4136	192.744	230.6252
contig_57_np1212	3930001	3932500	457.4724	205.578	350.752
contig_57_np1212	3932501	3935000	445.94	183.8368	98.1216
contig_57_np1212	3935001	3937500	435.4496	167.8284	475.8656
contig_57_np1212	3937501	3940000	397.4464	145.1648	904.6172
contig_57_np1212	3940001	3942500	384.5064	141.4704	938.6596
contig_57_np1212	3942501	3945000	393.764	141.2564	101.3536
contig_57_np1212	3945001	3947500	444.3876	132.172	363.0152
contig_57_np1212	3947501	3950000	381.9212	140.9948	256.7184
contig_57_np1212	3950001	3952500	427.374	159.6632	22.6856
contig_57_np1212	3952501	3955000	435.1388	159.7824	434.3552
contig_57_np1212	3955001	3957500	490.302	160.732	44.674
contig_57_np1212	3957501	3960000	461.1948	163.056	241.5064
contig_57_np1212	3960001	3962500	452.67	169.7072	1240.8996
contig_57_np1212	3962501	3965000	421.2716	171.5868	2136.7836
contig_57_np1212	3965001	3967500	424.9308	167.034	170.8636
contig_57_np1212	3967501	3970000	415.736	174.7904	60.9036
contig_57_np1212	3970001	3972500	452.3252	181.542	154.7784
contig_57_np1212	3972501	3975000	395.3844	193.232	57.9016
contig_57_np1212	3975001	3977500	429.8188	192.694	187.4056
contig_57_np1212	3977501	3980000	369.1204	195.142	289.096
contig_57_np1212	3980001	3982500	442.5564	189.7224	1197.3044
contig_57_np1212	3982501	3985000	400.2704	179.8768	8.7688
contig_57_np1212	3985001	3987500	429.3056	187.676	771.8732
contig_57_np1212	3987501	3990000	417.9416	186.4696	474.778
contig_57_np1212	3990001	3992500	439.3636	183.722	122.5332
contig_57_np1212	3992501	3995000	453.88	178.0776	3122.6672
contig_57_np1212	3995001	3997500	442.2716	163.2504	1017.6612
contig_57_np1212	3997501	4000000	462.4044	152.4724	714.6972
contig_57_np1212	4000001	4002500	363.4216	146.1212	18.896
contig_57_np1212	4002501	4005000	410.05	155.4176	6339.962
contig_57_np1212	4005001	4007500	418.7624	166.3208	7160.53
contig_57_np1212	4007501	4010000	429.7316	162.9164	515.8076
contig_57_np1212	4010001	4012500	415.6032	167.0168	951.3984
contig_57_np1212	4012501	4015000	433.0412	158.118	501.942
contig_57_np1212	4015001	4017500	411.4412	172.0648	477.02
contig_57_np1212	4017501	4020000	457.5844	180.7032	307.6752
contig_57_np1212	4020001	4022500	443.386	174.9372	376.8864
contig_57_np1212	4022501	4025000	424.3184	183.2244	1404.5968
contig_57_np1212	4025001	4027500	429.2444	195.7144	2523.538
contig_57_np1212	4027501	4030000	418.7464	186.1928	704.688
contig_57_np1212	4030001	4032500	445.7596	181.8372	33.128
contig_57_np1212	4032501	4035000	371.8184	189.5644	152.1048
contig_57_np1212	4035001	4037500	385.1264	171.9312	238.9028
contig_57_np1212	4037501	4040000	426.3696	172.6912	50.0324
contig_57_np1212	4040001	4042500	398.0028	178.268	1533.0724
contig_57_np1212	4042501	4045000	392.3492	188.2036	277.9068
contig_57_np1212	4045001	4047500	357.5424	188.1532	2280.7236
contig_57_np1212	4047501	4050000	438.0976	181.7356	767.2124
contig_57_np1212	4050001	4052500	443.4268	167.0528	339.4312
contig_57_np1212	4052501	4055000	428.8536	142.044	171.7368
contig_57_np1212	4055001	4057500	387.9556	142.2464	1553.8772
contig_57_np1212	4057501	4060000	458.9548	151.3944	87.2072
contig_57_np1212	4060001	4062500	372.3892	129.486	373.6392
contig_57_np1212	4062501	4065000	374.42	133.4776	2693.9648
contig_57_np1212	4065001	4067500	456.9496	154.4416	61.9572
contig_57_np1212	4067501	4070000	448.5436	162.542	1059.4796
contig_57_np1212	4070001	4072500	404.4664	164.8664	23.6356
contig_57_np1212	4072501	4075000	437.0908	172.8996	736.7644
contig_57_np1212	4075001	4077500	403.0304	179.5344	1849.3216
contig_57_np1212	4077501	4080000	436.7132	188.9352	744.254
contig_57_np1212	4080001	4082500	463.348	185.3892	258.426
contig_57_np1212	4082501	4085000	423.984	177.8844	127.152
contig_57_np1212	4085001	4087500	437.3632	175.9076	68.2636
contig_57_np1212	4087501	4090000	451.3976	193.8696	33.664
contig_57_np1212	4090001	4092500	447.7808	187.0144	17.2628
contig_57_np1212	4092501	4095000	421.7876	200.6912	1728.0776
contig_57_np1212	4095001	4097500	466.622	197.3156	555.9096
contig_57_np1212	4097501	4100000	443.7144	205.2808	349.5996
contig_57_np1212	4100001	4102500	418.348	196.4148	164.6788
contig_57_np1212	4102501	4105000	424.42	169.8328	1178.2792
contig_57_np1212	4105001	4107500	408.5564	165.3348	210.1672
contig_57_np1212	4107501	4110000	443.072	174.106	823.1612
contig_57_np1212	4110001	4112500	435.766	157.1496	8214.6608
contig_57_np1212	4112501	4115000	411.2736	151.4328	30.6244
contig_57_np1212	4115001	4117500	437.0208	144.3072	15.238
contig_57_np1212	4117501	4120000	365.4204	142.334	700.1004
contig_57_np1212	4120001	4122500	430.3884	98.1596	3775.0484
contig_57_np1212	4122501	4125000	439.234	123.406	448.6452
contig_57_np1212	4125001	4127500	445.412	148.3928	77.9832
contig_57_np1212	4127501	4130000	434.0356	160.6032	880.3024
contig_57_np1212	4130001	4132500	454.2448	171.56	1847.2172
contig_57_np1212	4132501	4135000	447.6756	188.0272	1991.322
contig_57_np1212	4135001	4137500	461.8724	183.4052	5789.5172
contig_57_np1212	4137501	4140000	432.0716	180.2064	4521.9852
contig_57_np1212	4140001	4142500	437.1316	178.3416	1067.844
contig_57_np1212	4142501	4145000	409.9656	185.5732	93.7832
contig_57_np1212	4145001	4147500	417.5816	179.7032	278.5584
contig_57_np1212	4147501	4150000	436.2056	174.7468	558.368
contig_57_np1212	4150001	4152500	449.2296	170.8056	1372.7164
contig_57_np1212	4152501	4155000	419.6456	175.5688	903.9976
contig_57_np1212	4155001	4157500	431.5204	169.2152	2082.2924
contig_57_np1212	4157501	4160000	432.9804	165.306	2168.0136
contig_57_np1212	4160001	4162500	449.5328	168.794	15577.2852
contig_57_np1212	4162501	4165000	442.0184	153.1408	7072.1612
contig_57_np1212	4165001	4167500	350.824	137.894	10235.3012
contig_57_np1212	4167501	4170000	467.3504	132.8444	430.658
contig_57_np1212	4170001	4172500	433.9588	117.6164	81.6604
contig_57_np1212	4172501	4175000	405.7676	156.56	412.1932
contig_57_np1212	4175001	4177500	454.0592	184.8576	312.3888
contig_57_np1212	4177501	4180000	431.1252	193.316	886.0064
contig_57_np1212	4180001	4182500	412.4264	189.6184	571.8476
contig_57_np1212	4182501	4185000	425.3164	194.3148	145.304
contig_57_np1212	4185001	4187500	469.8484	195.22	188.9564
contig_57_np1212	4187501	4190000	417.8344	193.7356	1.6152
contig_57_np1212	4190001	4192500	367.1636	174.2228	12.1676
contig_57_np1212	4192501	4195000	423.952	182.5484	1227.4096
contig_57_np1212	4195001	4197500	403.0568	182.468	357.5016
contig_57_np1212	4197501	4200000	417.0364	175.0768	224.6436
contig_57_np1212	4200001	4202500	422.7916	172.8072	708.148
contig_57_np1212	4202501	4205000	470.2008	157.5652	257.4728
contig_57_np1212	4205001	4207500	454.9956	152.2788	56.0016
contig_57_np1212	4207501	4210000	448.6088	153.7696	846.5272
contig_57_np1212	4210001	4212500	410.11	155.1572	568.708
contig_57_np1212	4212501	4215000	459.458	135.0516	263.414
contig_57_np1212	4215001	4217500	455.9124	138.5024	1375.7108
contig_57_np1212	4217501	4220000	410.8852	169.1904	379.2448
contig_57_np1212	4220001	4222500	429.2376	160.6336	1968.5132
contig_57_np1212	4222501	4225000	410.1012	154.2396	291.2828
contig_57_np1212	4225001	4227500	355.338	163.448	124.7032
contig_57_np1212	4227501	4230000	451.3724	175.198	15.8708
contig_57_np1212	4230001	4232500	466.724	177.0816	7.3908
contig_57_np1212	4232501	4235000	434.3404	166.17	1131.0272
contig_57_np1212	4235001	4237500	366.3532	154.4376	469.5384
contig_57_np1212	4237501	4240000	428.1128	149.0328	1686.2108
contig_57_np1212	4240001	4242500	435.666	148.3316	6.0004
contig_57_np1212	4242501	4245000	392.8528	145.6792	5.1624
contig_57_np1212	4245001	4247500	391.3032	160.7984	238.6464
contig_57_np1212	4247501	4250000	424.5284	155.5556	2669.5316
contig_57_np1212	4250001	4252500	404.4316	148.3572	605.18
contig_57_np1212	4252501	4255000	448.7724	141.654	224.6636
contig_57_np1212	4255001	4257500	452.8304	136.822	453.7856
contig_57_np1212	4257501	4260000	448.0452	183.3432	273.44
contig_57_np1212	4260001	4262500	427.2724	173.0124	1417.64
contig_57_np1212	4262501	4265000	450.0164	154.8816	1857.2072
contig_57_np1212	4265001	4267500	465.0052	158.1928	5.4196
contig_57_np1212	4267501	4270000	470.1132	152.2352	81.0452
contig_57_np1212	4270001	4272500	453.1672	161.9908	32.0396
contig_57_np1212	4272501	4275000	453.2236	165.1188	188.406
contig_57_np1212	4275001	4277500	342.6584	157.3772	88.9716
contig_57_np1212	4277501	4280000	477.2644	148.8508	2810.8536
contig_57_np1212	4280001	4282500	455.2268	136.7808	3203.8476
contig_57_np1212	4282501	4285000	367.9712	124.4028	6555.038
contig_57_np1212	4285001	4287500	442.0936	142.306	620.5316
contig_57_np1212	4287501	4290000	422.1832	156.3296	1393.8236
contig_57_np1212	4290001	4292500	445.8244	144.0164	418.0108
contig_57_np1212	4292501	4295000	419.3792	144.4368	4575.7372
contig_57_np1212	4295001	4297500	414.5384	149.93	840.0372
contig_57_np1212	4297501	4300000	357.3288	159.9052	6.1092
contig_57_np1212	4300001	4302500	434.7824	152.2028	141.2104
contig_57_np1212	4302501	4305000	454.1136	154.1212	144.8284
contig_57_np1212	4305001	4307500	464.24	159.4372	188.1712
contig_57_np1212	4307501	4310000	451.0408	161.0096	43.6256
contig_57_np1212	4310001	4312500	463.3016	169.368	27.8356
contig_57_np1212	4312501	4315000	459.0284	180.908	0.5736
contig_57_np1212	4315001	4317500	415.4468	179.9136	3178.0028
contig_57_np1212	4317501	4320000	427.976	176.48	1459.14
contig_57_np1212	4320001	4322500	426.032	178.3956	53.3476
contig_57_np1212	4322501	4325000	446.7188	174.386	1397.0412
contig_57_np1212	4325001	4327500	408.292	165.7128	358.2556
contig_57_np1212	4327501	4330000	420.7032	162.5196	140.0148
contig_57_np1212	4330001	4332500	449.6936	162.6824	42.0896
contig_57_np1212	4332501	4335000	385.0816	151.0428	42.7544
contig_57_np1212	4335001	4337500	449.8812	150.9632	118.7216
contig_57_np1212	4337501	4340000	438.5024	166.56	301.3524
contig_57_np1212	4340001	4342500	438.4884	152.2324	621.2416
contig_57_np1212	4342501	4345000	426.1208	149.7192	864.386
contig_57_np1212	4345001	4347500	461.8584	142.8368	458.1812
contig_57_np1212	4347501	4350000	431.4652	151.3092	163.7684
contig_57_np1212	4350001	4352500	385.156	142.6	5979.382
contig_57_np1212	4352501	4355000	441.7548	125.3232	1510.5828
contig_57_np1212	4355001	4357500	457.9764	124.71	934.1588
contig_57_np1212	4357501	4360000	376.3196	156.9304	322.0688
contig_57_np1212	4360001	4362500	418.2456	154.8664	261.4092
contig_57_np1212	4362501	4365000	414.9472	165.1448	934.8796
contig_57_np1212	4365001	4367500	402.0344	169.0988	2868.0932
contig_57_np1212	4367501	4370000	453.2632	160.9332	1343.4744
contig_57_np1212	4370001	4372500	431.356	154.3432	1503.524
contig_57_np1212	4372501	4375000	434.8132	150.2312	2504.6556
contig_57_np1212	4375001	4377500	367.4744	149.0588	1238.1284
contig_57_np1212	4377501	4380000	376.68	163.792	272.0104
contig_57_np1212	4380001	4382500	362.8624	154.8036	0.5688
contig_57_np1212	4382501	4385000	419.2008	163.4568	458.0532
contig_57_np1212	4385001	4387500	451.212	176.3904	451.1904
contig_57_np1212	4387501	4390000	408.8552	168.9288	226.1256
contig_57_np1212	4390001	4392500	403.5272	172.4776	328.982
contig_57_np1212	4392501	4395000	454.8328	165.544	52.0596
contig_57_np1212	4395001	4397500	366.6936	164.974	24.648
contig_57_np1212	4397501	4400000	455.0652	162.0672	261.4816
contig_57_np1212	4400001	4402500	430.9872	169.4224	655.3136
contig_57_np1212	4402501	4405000	441.1184	170.26	117.9716
contig_57_np1212	4405001	4407500	432.3084	165.8572	143.8004
contig_57_np1212	4407501	4410000	462.4896	164.2292	127.9728
contig_57_np1212	4410001	4412500	332.666	150.994	343.268
contig_57_np1212	4412501	4415000	477.2116	154.68	141.0396
contig_57_np1212	4415001	4417500	459.3072	149.1048	572.6756
contig_57_np1212	4417501	4420000	412.9152	138.594	329.8216
contig_57_np1212	4420001	4422500	396.4276	152.72	819.2512
contig_57_np1212	4422501	4425000	386.59	143.972	724.6884
contig_57_np1212	4425001	4427500	406.3752	149.0512	0.5772
contig_57_np1212	4427501	4430000	392.8404	163.6464	391.9976
contig_57_np1212	4430001	4432500	327.5152	162.8884	482.4312
contig_57_np1212	4432501	4435000	410.0456	158.3992	573.4188
contig_57_np1212	4435001	4437500	411.0244	168.488	2438.0768
contig_57_np1212	4437501	4440000	423.2372	186.4304	744.9356
contig_57_np1212	4440001	4442500	402.5592	185.2708	202.0076
contig_57_np1212	4442501	4445000	429.1224	173.348	265.9384
contig_57_np1212	4445001	4447500	387.5268	159.5828	1028.616
contig_57_np1212	4447501	4450000	433.0628	151.7564	6207.6952
contig_57_np1212	4450001	4452500	373.1032	133.4948	805.7644
contig_57_np1212	4452501	4455000	441.3876	153.8108	909.7028
contig_57_np1212	4455001	4457500	421.4892	151.7512	1579.2972
contig_57_np1212	4457501	4460000	415.7936	163.968	748.2972
contig_57_np1212	4460001	4462500	444.5736	176.288	620.0056
contig_57_np1212	4462501	4465000	405.582	173.3928	6176.5572
contig_57_np1212	4465001	4467500	423.512	187.5212	713.7928
contig_57_np1212	4467501	4470000	438.0416	173.0904	891.7376
contig_57_np1212	4470001	4472500	439.0464	172.8808	3.6344
contig_57_np1212	4472501	4475000	436.7596	180.558	3.6828
contig_57_np1212	4475001	4477500	436.5392	181.0364	405.4372
contig_57_np1212	4477501	4480000	409.3676	161.9072	429.6028
contig_57_np1212	4480001	4482500	404.924	171.1556	3546.8532
contig_57_np1212	4482501	4485000	441.3352	186.564	9507.5444
contig_57_np1212	4485001	4487500	424.7784	178.922	7709.9756
contig_57_np1212	4487501	4490000	406.1664	186.222	813.8596
contig_57_np1212	4490001	4492500	416.2528	180.9208	219.338
contig_57_np1212	4492501	4495000	457.0672	185.9888	343.1184
contig_57_np1212	4495001	4497500	422.3144	179.2284	738.4696
contig_57_np1212	4497501	4500000	437.224	167.7316	904.8416
contig_57_np1212	4500001	4502500	363.4636	161.332	928.4428
contig_57_np1212	4502501	4505000	367.5892	142.94	779.3372
contig_57_np1212	4505001	4507500	425.2744	145.9836	206.2152
contig_57_np1212	4507501	4510000	398.4432	151.054	37.57
contig_57_np1212	4510001	4512500	379.5504	146.9552	74.1476
contig_57_np1212	4512501	4515000	371.5792	145.8512	126.4632
contig_57_np1212	4515001	4517500	426.5904	150.9136	291.9744
contig_57_np1212	4517501	4520000	361.6448	146.1572	33.1464
contig_57_np1212	4520001	4522500	383.38	141.3388	6630.8184
contig_57_np1212	4522501	4525000	434.6916	143.1368	8991.9828
contig_57_np1212	4525001	4527500	365.424	149.6648	218.456
contig_57_np1212	4527501	4530000	441.9976	136.6252	950.1316
contig_57_np1212	4530001	4532500	430.3676	150.0068	123.6548
contig_57_np1212	4532501	4535000	410.7728	161.4492	325.652
contig_57_np1212	4535001	4537500	421.9512	165.568	958.4932
contig_57_np1212	4537501	4540000	422.8828	175.4532	3167.158
contig_57_np1212	4540001	4542500	419.576	178.7104	104.9844
contig_57_np1212	4542501	4545000	433.8496	172.1308	62.05
contig_57_np1212	4545001	4547500	425.9436	161.8404	4663.0732
contig_57_np1212	4547501	4550000	380.7484	159.8948	2267.9328
contig_57_np1212	4550001	4552500	478.9796	145.3304	184.8432
contig_57_np1212	4552501	4555000	462.456	158.4736	0.472
contig_57_np1212	4555001	4557500	374.6584	172.9368	2738.9084
contig_57_np1212	4557501	4560000	404.5008	187.5336	60000.0876
contig_57_np1212	4560001	4562500	409.112	183.1888	49032.472
contig_57_np1212	4562501	4565000	423.7608	175.2448	678.1628
contig_57_np1212	4565001	4567500	450.0496	166.2292	448.2388
contig_57_np1212	4567501	4570000	451.1008	167.7812	3931.4168
contig_57_np1212	4570001	4572500	452.9204	170.0116	128.2984
contig_57_np1212	4572501	4575000	419.52	157.3168	177.68
contig_57_np1212	4575001	4577500	447.5948	157.2828	78.3904
contig_57_np1212	4577501	4580000	427.8624	156.9436	84.03
contig_57_np1212	4580001	4582500	403.8472	148.2468	747.7416
contig_57_np1212	4582501	4585000	458.936	144.6624	125.546
contig_57_np1212	4585001	4587500	415.478	130.2828	517.1676
contig_57_np1212	4587501	4590000	385.9484	132.0676	515.3868
contig_57_np1212	4590001	4592500	434.5992	127.08	260.1388
contig_57_np1212	4592501	4595000	436.5352	136.248	388.024
contig_57_np1212	4595001	4597500	393.0436	177.3308	185.4196
contig_57_np1212	4597501	4600000	387.3932	175.9624	81.2564
contig_57_np1212	4600001	4602500	408.77	174.3296	1541.736
contig_57_np1212	4602501	4605000	443.5552	167.224	824.8164
contig_57_np1212	4605001	4607500	413.8408	141.3884	1828.9664
contig_57_np1212	4607501	4610000	340.7532	142.85	260.2124
contig_57_np1212	4610001	4612500	395.4636	146.552	2778.658
contig_57_np1212	4612501	4615000	443.7244	138.6616	2295.18
contig_57_np1212	4615001	4617500	454.0268	149.9852	223.1248
contig_57_np1212	4617501	4620000	450.2936	164.3328	20.6952
contig_57_np1212	4620001	4622500	420.624	172.5516	1394.316
contig_57_np1212	4622501	4625000	418.2416	169.4748	931.0516
contig_57_np1212	4625001	4627500	419.862	167.552	5026.2168
contig_57_np1212	4627501	4630000	445.0044	184.9696	98.1344
contig_57_np1212	4630001	4632500	401.6704	195.4156	394.6988
contig_57_np1212	4632501	4635000	429.0684	192.7684	34.2944
contig_57_np1212	4635001	4637500	454.6568	192.0772	63.6908
contig_57_np1212	4637501	4640000	469.334	199.5896	9.428
contig_57_np1212	4640001	4642500	434.4524	187.9996	450.0704
contig_57_np1212	4642501	4645000	477.6136	188.122	28.564
contig_57_np1212	4645001	4647500	423.7944	186.7508	153.156
contig_57_np1212	4647501	4650000	462.2788	196.8736	752.242
contig_57_np1212	4650001	4652500	441.5332	193.1048	397.188
contig_57_np1212	4652501	4655000	434.1692	175.4244	366.8592
contig_57_np1212	4655001	4657500	440.6764	163.9044	283.8832
contig_57_np1212	4657501	4660000	369.2476	172.5664	1177.638
contig_57_np1212	4660001	4662500	683.4004	186.4436	992.2132
contig_57_np1212	4662501	4665000	432.682	181.9836	1940.8192
contig_57_np1212	4665001	4667500	434.968	179.1372	5406.088
contig_57_np1212	4667501	4670000	457.8076	175.1744	5742.8392
contig_57_np1212	4670001	4672500	468.478	169.16	335.4584
contig_57_np1212	4672501	4675000	469.0848	176.3052	81.0436
contig_57_np1212	4675001	4677500	456.1352	189.7116	31.06
contig_57_np1212	4677501	4680000	406.3628	182.7316	6474.714
contig_57_np1212	4680001	4682500	443.9716	176.5792	517.7824
contig_57_np1212	4682501	4685000	438.326	179.5788	260.5328
contig_57_np1212	4685001	4687500	437.3008	170.948	532.7148
contig_57_np1212	4687501	4690000	437.1104	179.05	204.44
contig_57_np1212	4690001	4692500	431.2268	178.0128	642.8924
contig_57_np1212	4692501	4695000	441.8248	183.6784	662.4216
contig_57_np1212	4695001	4697500	422.7144	183.1608	218.8128
contig_57_np1212	4697501	4700000	410.5724	183.5	131.524
contig_57_np1212	4700001	4702500	427.7452	179.1272	3727.308
contig_57_np1212	4702501	4705000	368.82	176.8	4624.3524
contig_57_np1212	4705001	4707500	444.946	169.6176	181.9548
contig_57_np1212	4707501	4710000	463.1548	177.298	824.1324
contig_57_np1212	4710001	4712500	449.8616	174.4688	39.7868
contig_57_np1212	4712501	4715000	446.7904	173.5832	7.4216
contig_57_np1212	4715001	4717500	454.7232	172.4944	6.5956
contig_57_np1212	4717501	4720000	365.248	170.8256	100.6788
contig_57_np1212	4720001	4722500	452.5612	180.348	115.3928
contig_57_np1212	4722501	4725000	447.344	182.3472	2740.4676
contig_57_np1212	4725001	4727500	452.624	182.76	420.5456
contig_57_np1212	4727501	4730000	433.8528	187.6496	15239.044
contig_57_np1212	4730001	4732500	426.1584	174.0308	682.6176
contig_57_np1212	4732501	4735000	416.5556	171.6844	2281.0396
